company_id,year,pe_ratio,pb_ratio,roe_pct,roce_pct,debt_to_equity
39,FY14,30.69,3.09,16.5,20.2,0.35
39,FY15,15.66,4.13,16.5,20.2,0.35
39,FY16,42.55,7.98,16.5,20.2,0.35
39,FY17,43.36,6.38,16.5,20.2,0.35
39,FY18,31.74,5.54,16.5,20.2,0.35
39,FY19,31.17,6.24,16.5,20.2,0.35
39,FY20,27.57,6.02,16.5,20.2,0.35
39,FY21,18.65,3.59,16.5,20.2,0.35
39,FY22,40.08,7.42,16.5,20.2,0.35
39,FY23,31.17,2.19,16.5,20.2,0.35
39,FY24,42.81,6.21,16.5,20.2,0.35
40,FY11,27.42,5.59,16.5,20.2,0.35
40,FY12,27.89,4.79,16.5,20.2,0.35
40,FY13,41.6,2.97,16.5,20.2,0.35
40,FY14,18.11,2.02,16.5,20.2,0.35
40,FY15,24.42,2.88,16.5,20.2,0.35
40,FY16,21.6,2.07,16.5,20.2,0.35
40,FY17,21.82,4.0,16.5,20.2,0.35
40,FY18,15.95,5.65,16.5,20.2,0.35
40,FY19,32.06,2.58,16.5,20.2,0.35
40,FY20,32.85,7.99,16.5,20.2,0.35
40,FY21,43.33,2.02,16.5,20.2,0.35
40,FY22,38.86,4.12,16.5,20.2,0.35
40,FY23,16.91,3.78,16.5,20.2,0.35
40,FY24,24.65,5.14,16.5,20.2,0.35
41,FY11,34.83,6.49,16.5,20.2,0.35
41,FY12,22.38,3.93,16.5,20.2,0.35
41,FY13,24.25,4.18,16.5,20.2,0.35
41,FY14,44.99,6.67,16.5,20.2,0.35
41,FY15,44.25,6.16,16.5,20.2,0.35
41,FY16,27.19,4.34,16.5,20.2,0.35
41,FY17,29.66,4.5,16.5,20.2,0.35
41,FY18,39.85,4.79,16.5,20.2,0.35
41,FY19,23.87,6.65,16.5,20.2,0.35
41,FY20,40.63,4.52,16.5,20.2,0.35
41,FY21,35.03,2.35,16.5,20.2,0.35
41,FY22,30.88,2.27,16.5,20.2,0.35
41,FY23,15.88,5.68,16.5,20.2,0.35
41,FY24,24.1,6.46,16.5,20.2,0.35
42,FY11,41.88,2.84,16.5,20.2,0.35
42,FY12,36.74,5.09,16.5,20.2,0.35
42,FY13,18.36,5.91,16.5,20.2,0.35
42,FY14,33.28,5.09,16.5,20.2,0.35
42,FY15,42.79,5.13,16.5,20.2,0.35
42,FY16,44.72,5.06,16.5,20.2,0.35
42,FY17,18.48,4.82,16.5,20.2,0.35
42,FY18,20.47,5.58,16.5,20.2,0.35
42,FY19,35.79,4.81,16.5,20.2,0.35
42,FY20,17.93,4.81,16.5,20.2,0.35
42,FY21,17.44,6.09,16.5,20.2,0.35
42,FY22,38.71,7.77,16.5,20.2,0.35
42,FY23,19.46,5.19,16.5,20.2,0.35
42,FY24,32.03,7.53,16.5,20.2,0.35
43,FY11,33.82,2.87,16.5,20.2,0.35
43,FY12,28.09,5.93,16.5,20.2,0.35
43,FY13,36.01,7.18,16.5,20.2,0.35
43,FY14,20.42,7.71,16.5,20.2,0.35
43,FY15,16.77,7.9,16.5,20.2,0.35
43,FY16,40.73,5.96,16.5,20.2,0.35
43,FY17,37.05,2.44,16.5,20.2,0.35
43,FY18,16.24,2.61,16.5,20.2,0.35
43,FY19,17.62,5.28,16.5,20.2,0.35
43,FY20,21.46,7.16,16.5,20.2,0.35
43,FY21,28.37,6.17,16.5,20.2,0.35
43,FY22,34.59,3.92,16.5,20.2,0.35
43,FY23,22.3,4.05,16.5,20.2,0.35
43,FY24,38.9,5.52,16.5,20.2,0.35
44,FY11,22.61,6.91,16.5,20.2,0.35
44,FY12,16.64,6.2,16.5,20.2,0.35
44,FY13,28.17,6.39,16.5,20.2,0.35
44,FY14,42.82,6.5,16.5,20.2,0.35
44,FY15,28.26,2.91,16.5,20.2,0.35
44,FY16,39.19,4.76,16.5,20.2,0.35
44,FY17,17.26,6.31,16.5,20.2,0.35
44,FY18,23.76,2.29,16.5,20.2,0.35
44,FY19,42.08,4.9,16.5,20.2,0.35
44,FY20,23.43,6.3,16.5,20.2,0.35
44,FY21,41.58,2.0,16.5,20.2,0.35
44,FY22,35.64,6.6,16.5,20.2,0.35
44,FY23,21.3,4.94,16.5,20.2,0.35
44,FY24,17.68,6.48,16.5,20.2,0.35
45,FY11,40.42,2.65,16.5,20.2,0.35
45,FY12,39.49,6.63,16.5,20.2,0.35
45,FY13,25.41,6.14,16.5,20.2,0.35
45,FY14,15.0,7.59,16.5,20.2,0.35
45,FY15,31.51,5.72,16.5,20.2,0.35
45,FY16,34.94,5.37,16.5,20.2,0.35
45,FY17,40.7,5.66,16.5,20.2,0.35
45,FY18,42.23,5.49,16.5,20.2,0.35
45,FY19,20.13,7.48,16.5,20.2,0.35
45,FY20,35.45,6.2,16.5,20.2,0.35
45,FY21,44.56,2.45,16.5,20.2,0.35
45,FY22,27.86,3.43,16.5,20.2,0.35
45,FY23,33.91,6.84,16.5,20.2,0.35
45,FY24,43.99,4.73,16.5,20.2,0.35
46,FY11,38.59,7.5,16.5,20.2,0.35
46,FY12,35.5,3.46,16.5,20.2,0.35
46,FY13,33.24,7.82,16.5,20.2,0.35
46,FY14,44.63,5.85,16.5,20.2,0.35
46,FY15,41.61,3.2,16.5,20.2,0.35
46,FY16,22.38,7.72,16.5,20.2,0.35
46,FY17,19.06,3.15,16.5,20.2,0.35
46,FY18,27.62,5.54,16.5,20.2,0.35
46,FY19,33.11,3.75,16.5,20.2,0.35
46,FY20,42.62,7.49,16.5,20.2,0.35
46,FY21,26.76,4.61,16.5,20.2,0.35
46,FY22,36.07,5.98,16.5,20.2,0.35
46,FY23,26.47,4.49,16.5,20.2,0.35
46,FY24,25.44,3.41,16.5,20.2,0.35
47,FY11,28.74,6.12,16.5,20.2,0.35
47,FY12,37.26,6.67,16.5,20.2,0.35
47,FY13,26.24,6.59,16.5,20.2,0.35
47,FY14,15.2,4.86,16.5,20.2,0.35
47,FY15,38.82,5.78,16.5,20.2,0.35
47,FY16,29.22,5.87,16.5,20.2,0.35
47,FY17,42.21,5.4,16.5,20.2,0.35
47,FY18,38.99,7.88,16.5,20.2,0.35
47,FY19,36.17,5.44,16.5,20.2,0.35
47,FY20,16.12,4.25,16.5,20.2,0.35
47,FY21,31.96,6.78,16.5,20.2,0.35
47,FY22,28.14,7.76,16.5,20.2,0.35
47,FY23,23.15,6.47,16.5,20.2,0.35
47,FY24,27.57,4.92,16.5,20.2,0.35
48,FY11,39.08,3.78,16.5,20.2,0.35
48,FY12,17.9,5.12,16.5,20.2,0.35
48,FY13,30.86,6.78,16.5,20.2,0.35
48,FY14,44.05,2.33,16.5,20.2,0.35
48,FY15,32.75,6.09,16.5,20.2,0.35
48,FY16,44.57,7.66,16.5,20.2,0.35
48,FY17,36.37,5.13,16.5,20.2,0.35
48,FY18,19.85,4.31,16.5,20.2,0.35
48,FY19,32.55,6.35,16.5,20.2,0.35
48,FY20,34.06,6.28,16.5,20.2,0.35
48,FY21,27.87,6.37,16.5,20.2,0.35
48,FY22,19.31,2.98,16.5,20.2,0.35
48,FY23,19.88,7.35,16.5,20.2,0.35
48,FY24,17.28,6.81,16.5,20.2,0.35
49,FY11,22.01,4.81,16.5,20.2,0.35
49,FY12,42.48,5.52,16.5,20.2,0.35
49,FY13,21.3,3.7,16.5,20.2,0.35
49,FY14,42.61,4.56,16.5,20.2,0.35
49,FY15,32.61,4.76,16.5,20.2,0.35
49,FY16,26.35,3.34,16.5,20.2,0.35
49,FY17,35.59,6.31,16.5,20.2,0.35
49,FY18,23.25,6.73,16.5,20.2,0.35
49,FY19,40.64,7.52,16.5,20.2,0.35
49,FY20,19.84,3.82,16.5,20.2,0.35
49,FY21,40.81,3.19,16.5,20.2,0.35
49,FY22,15.1,7.22,16.5,20.2,0.35
49,FY23,24.79,4.49,16.5,20.2,0.35
49,FY24,28.39,7.09,16.5,20.2,0.35
50,FY11,25.14,7.35,16.5,20.2,0.35
50,FY12,33.51,5.16,16.5,20.2,0.35
50,FY13,24.77,3.46,16.5,20.2,0.35
50,FY14,33.72,4.68,16.5,20.2,0.35
50,FY15,42.32,4.95,16.5,20.2,0.35
50,FY16,30.35,4.5,16.5,20.2,0.35
50,FY17,38.68,4.55,16.5,20.2,0.35
50,FY18,23.08,7.17,16.5,20.2,0.35
50,FY19,32.9,5.55,16.5,20.2,0.35
50,FY20,33.32,6.31,16.5,20.2,0.35
50,FY21,24.39,2.2,16.5,20.2,0.35
50,FY22,39.32,2.77,16.5,20.2,0.35
50,FY23,36.65,2.49,16.5,20.2,0.35
50,FY24,26.26,2.38,16.5,20.2,0.35
51,FY11,30.67,5.92,16.5,20.2,0.35
51,FY12,20.14,4.23,16.5,20.2,0.35
51,FY13,42.91,4.65,16.5,20.2,0.35
51,FY14,39.08,7.56,16.5,20.2,0.35
51,FY15,44.23,7.39,16.5,20.2,0.35
51,FY16,24.52,7.78,16.5,20.2,0.35
51,FY17,39.37,7.02,16.5,20.2,0.35
51,FY18,15.46,7.73,16.5,20.2,0.35
51,FY19,38.34,6.61,16.5,20.2,0.35
51,FY20,17.45,3.4,16.5,20.2,0.35
51,FY21,43.87,5.0,16.5,20.2,0.35
51,FY22,26.94,7.04,16.5,20.2,0.35
51,FY23,17.62,4.5,16.5,20.2,0.35
51,FY24,26.27,4.1,16.5,20.2,0.35
52,FY11,24.23,3.26,16.5,20.2,0.35
52,FY12,20.19,5.84,16.5,20.2,0.35
52,FY13,42.58,5.05,16.5,20.2,0.35
52,FY14,23.94,2.95,16.5,20.2,0.35
52,FY15,39.9,7.83,16.5,20.2,0.35
52,FY16,25.47,3.75,16.5,20.2,0.35
52,FY17,33.04,6.65,16.5,20.2,0.35
52,FY18,28.66,5.78,16.5,20.2,0.35
52,FY19,36.5,7.76,16.5,20.2,0.35
52,FY20,19.95,7.98,16.5,20.2,0.35
52,FY21,26.76,6.34,16.5,20.2,0.35
52,FY22,32.17,4.92,16.5,20.2,0.35
52,FY23,35.94,4.37,16.5,20.2,0.35
52,FY24,18.78,4.93,16.5,20.2,0.35
53,FY11,30.66,3.21,16.5,20.2,0.35
53,FY12,43.07,3.36,16.5,20.2,0.35
53,FY13,27.28,2.93,16.5,20.2,0.35
53,FY14,31.07,3.85,16.5,20.2,0.35
53,FY15,29.68,3.35,16.5,20.2,0.35
53,FY16,16.61,6.68,16.5,20.2,0.35
53,FY17,34.23,4.04,16.5,20.2,0.35
53,FY18,16.42,7.19,16.5,20.2,0.35
53,FY19,20.09,7.58,16.5,20.2,0.35
53,FY20,29.36,4.04,16.5,20.2,0.35
53,FY21,37.25,7.26,16.5,20.2,0.35
53,FY22,26.12,4.44,16.5,20.2,0.35
53,FY23,27.99,7.53,16.5,20.2,0.35
53,FY24,35.78,3.49,16.5,20.2,0.35
54,FY11,20.55,3.38,16.5,20.2,0.35
54,FY12,22.91,3.38,16.5,20.2,0.35
54,FY13,34.76,2.7,16.5,20.2,0.35
54,FY14,26.62,5.75,16.5,20.2,0.35
54,FY15,23.73,2.39,16.5,20.2,0.35
54,FY16,17.45,2.76,16.5,20.2,0.35
54,FY17,40.08,5.95,16.5,20.2,0.35
54,FY18,16.94,4.35,16.5,20.2,0.35
54,FY19,23.36,5.47,16.5,20.2,0.35
54,FY20,30.68,4.89,16.5,20.2,0.35
54,FY21,24.44,2.83,16.5,20.2,0.35
54,FY22,37.27,7.28,16.5,20.2,0.35
54,FY23,43.32,2.35,16.5,20.2,0.35
54,FY24,37.2,6.36,16.5,20.2,0.35
55,FY11,43.41,3.52,16.5,20.2,0.35
55,FY12,37.27,2.33,16.5,20.2,0.35
55,FY13,33.94,4.11,16.5,20.2,0.35
55,FY14,38.07,7.18,16.5,20.2,0.35
55,FY15,25.94,5.15,16.5,20.2,0.35
55,FY16,18.52,4.5,16.5,20.2,0.35
55,FY17,25.82,3.1,16.5,20.2,0.35
55,FY18,41.83,2.89,16.5,20.2,0.35
55,FY19,34.07,7.34,16.5,20.2,0.35
55,FY20,42.36,6.76,16.5,20.2,0.35
55,FY21,20.28,6.9,16.5,20.2,0.35
55,FY22,23.3,7.53,16.5,20.2,0.35
55,FY23,36.27,6.71,16.5,20.2,0.35
55,FY24,17.55,5.5,16.5,20.2,0.35
56,FY11,39.63,7.17,16.5,20.2,0.35
56,FY12,15.86,7.63,16.5,20.2,0.35
56,FY13,16.3,5.69,16.5,20.2,0.35
56,FY14,35.8,2.64,16.5,20.2,0.35
56,FY15,16.44,6.71,16.5,20.2,0.35
56,FY16,26.54,2.64,16.5,20.2,0.35
56,FY17,37.88,7.09,16.5,20.2,0.35
56,FY18,32.62,2.97,16.5,20.2,0.35
56,FY19,15.46,6.2,16.5,20.2,0.35
56,FY20,31.5,5.9,16.5,20.2,0.35
56,FY21,39.4,4.61,16.5,20.2,0.35
56,FY22,18.74,7.64,16.5,20.2,0.35
56,FY23,31.36,5.69,16.5,20.2,0.35
56,FY24,43.0,7.59,16.5,20.2,0.35
57,FY11,32.16,3.79,16.5,20.2,0.35
57,FY12,44.91,6.08,16.5,20.2,0.35
57,FY13,27.25,5.36,16.5,20.2,0.35
57,FY14,27.48,7.33,16.5,20.2,0.35
57,FY15,29.47,6.94,16.5,20.2,0.35
57,FY16,40.21,6.95,16.5,20.2,0.35
57,FY17,36.67,7.13,16.5,20.2,0.35
57,FY18,26.62,2.69,16.5,20.2,0.35
57,FY19,40.27,4.99,16.5,20.2,0.35
57,FY20,18.82,2.69,16.5,20.2,0.35
57,FY21,19.78,6.51,16.5,20.2,0.35
57,FY22,36.33,3.22,16.5,20.2,0.35
57,FY23,40.41,3.69,16.5,20.2,0.35
57,FY24,38.79,4.93,16.5,20.2,0.35
58,FY11,36.95,4.29,16.5,20.2,0.35
58,FY12,25.41,7.05,16.5,20.2,0.35
58,FY13,16.06,7.85,16.5,20.2,0.35
58,FY14,34.45,4.59,16.5,20.2,0.35
58,FY15,33.84,2.74,16.5,20.2,0.35
58,FY16,30.42,7.91,16.5,20.2,0.35
58,FY17,22.06,6.33,16.5,20.2,0.35
58,FY18,28.05,5.91,16.5,20.2,0.35
58,FY19,21.15,4.82,16.5,20.2,0.35
58,FY20,44.4,3.17,16.5,20.2,0.35
58,FY21,34.09,5.45,16.5,20.2,0.35
58,FY22,31.95,5.69,16.5,20.2,0.35
58,FY23,30.07,2.1,16.5,20.2,0.35
58,FY24,42.0,6.96,16.5,20.2,0.35
59,FY11,20.23,4.48,16.5,20.2,0.35
59,FY12,38.12,7.88,16.5,20.2,0.35
59,FY13,43.53,7.4,16.5,20.2,0.35
59,FY14,19.75,7.49,16.5,20.2,0.35
59,FY15,41.35,4.26,16.5,20.2,0.35
59,FY16,26.84,4.76,16.5,20.2,0.35
59,FY17,34.69,3.57,16.5,20.2,0.35
59,FY18,15.69,2.85,16.5,20.2,0.35
59,FY19,28.2,3.69,16.5,20.2,0.35
59,FY20,37.94,2.64,16.5,20.2,0.35
59,FY21,42.52,7.37,16.5,20.2,0.35
59,FY22,42.26,6.44,16.5,20.2,0.35
59,FY23,18.21,4.63,16.5,20.2,0.35
59,FY24,18.94,7.93,16.5,20.2,0.35
60,FY11,24.99,5.51,16.5,20.2,0.35
60,FY12,38.38,7.52,16.5,20.2,0.35
60,FY13,37.67,6.05,16.5,20.2,0.35
60,FY14,28.98,5.63,16.5,20.2,0.35
60,FY15,17.82,7.3,16.5,20.2,0.35
60,FY16,31.31,2.24,16.5,20.2,0.35
60,FY17,42.6,4.94,16.5,20.2,0.35
60,FY18,41.06,7.14,16.5,20.2,0.35
60,FY19,39.47,2.37,16.5,20.2,0.35
60,FY20,22.41,7.25,16.5,20.2,0.35
60,FY21,41.97,4.75,16.5,20.2,0.35
60,FY22,28.2,3.05,16.5,20.2,0.35
60,FY23,44.05,3.28,16.5,20.2,0.35
60,FY24,20.73,5.96,16.5,20.2,0.35
61,FY11,22.29,7.63,16.5,20.2,0.35
61,FY12,15.33,2.03,16.5,20.2,0.35
61,FY13,30.15,4.93,16.5,20.2,0.35
61,FY14,19.9,4.97,16.5,20.2,0.35
61,FY15,27.35,7.34,16.5,20.2,0.35
61,FY16,15.28,7.86,16.5,20.2,0.35
61,FY17,33.73,2.91,16.5,20.2,0.35
61,FY18,16.4,5.23,16.5,20.2,0.35
61,FY19,22.05,3.81,16.5,20.2,0.35
61,FY20,22.35,5.9,16.5,20.2,0.35
61,FY21,31.61,2.47,16.5,20.2,0.35
61,FY22,30.8,6.75,16.5,20.2,0.35
61,FY23,17.44,7.34,16.5,20.2,0.35
61,FY24,32.35,7.7,16.5,20.2,0.35
62,FY11,19.44,7.96,16.5,20.2,0.35
62,FY12,34.33,5.4,16.5,20.2,0.35
62,FY13,30.46,2.14,16.5,20.2,0.35
62,FY14,43.19,5.86,16.5,20.2,0.35
62,FY15,17.75,2.13,16.5,20.2,0.35
62,FY16,16.52,5.66,16.5,20.2,0.35
62,FY17,33.42,5.0,16.5,20.2,0.35
62,FY18,24.2,5.19,16.5,20.2,0.35
62,FY19,30.49,2.12,16.5,20.2,0.35
62,FY20,23.47,2.32,16.5,20.2,0.35
62,FY21,42.0,6.35,16.5,20.2,0.35
62,FY22,44.88,3.81,16.5,20.2,0.35
62,FY23,41.35,5.62,16.5,20.2,0.35
62,FY24,28.59,3.34,16.5,20.2,0.35
63,FY11,37.15,7.42,16.5,20.2,0.35
63,FY12,22.06,3.05,16.5,20.2,0.35
63,FY13,35.89,7.86,16.5,20.2,0.35
63,FY14,37.5,3.71,16.5,20.2,0.35
63,FY15,27.6,4.31,16.5,20.2,0.35
63,FY16,40.56,6.63,16.5,20.2,0.35
63,FY17,32.67,3.65,16.5,20.2,0.35
63,FY18,43.14,5.92,16.5,20.2,0.35
63,FY19,44.11,5.48,16.5,20.2,0.35
63,FY20,39.64,6.88,16.5,20.2,0.35
63,FY21,25.12,7.78,16.5,20.2,0.35
63,FY22,15.66,6.61,16.5,20.2,0.35
63,FY23,43.97,4.03,16.5,20.2,0.35
63,FY24,34.44,5.37,16.5,20.2,0.35
64,FY11,37.85,7.2,16.5,20.2,0.35
64,FY12,33.09,6.9,16.5,20.2,0.35
64,FY13,24.37,3.37,16.5,20.2,0.35
64,FY14,27.92,6.07,16.5,20.2,0.35
64,FY15,20.62,6.08,16.5,20.2,0.35
64,FY16,26.82,6.77,16.5,20.2,0.35
64,FY17,16.11,6.01,16.5,20.2,0.35
64,FY18,34.49,7.65,16.5,20.2,0.35
64,FY19,36.4,6.78,16.5,20.2,0.35
64,FY20,42.14,6.05,16.5,20.2,0.35
64,FY21,23.7,7.22,16.5,20.2,0.35
64,FY22,37.43,4.55,16.5,20.2,0.35
64,FY23,36.32,7.21,16.5,20.2,0.35
64,FY24,44.27,7.71,16.5,20.2,0.35
65,FY11,24.76,4.53,16.5,20.2,0.35
65,FY12,18.29,3.49,16.5,20.2,0.35
65,FY13,41.47,4.17,16.5,20.2,0.35
65,FY14,33.62,6.0,16.5,20.2,0.35
65,FY15,38.45,3.1,16.5,20.2,0.35
65,FY16,24.14,4.69,16.5,20.2,0.35
65,FY17,25.95,7.9,16.5,20.2,0.35
65,FY18,40.05,4.88,16.5,20.2,0.35
65,FY19,41.38,4.09,16.5,20.2,0.35
65,FY20,38.57,3.34,16.5,20.2,0.35
65,FY21,38.17,4.74,16.5,20.2,0.35
65,FY22,18.22,3.64,16.5,20.2,0.35
65,FY23,27.07,6.5,16.5,20.2,0.35
65,FY24,17.19,5.96,16.5,20.2,0.35
66,FY11,36.48,5.92,16.5,20.2,0.35
66,FY12,37.82,3.07,16.5,20.2,0.35
66,FY13,32.61,7.65,16.5,20.2,0.35
66,FY14,33.32,5.67,16.5,20.2,0.35
66,FY15,37.09,4.0,16.5,20.2,0.35
66,FY16,36.01,7.5,16.5,20.2,0.35
66,FY17,15.33,7.22,16.5,20.2,0.35
66,FY18,21.56,4.74,16.5,20.2,0.35
66,FY19,40.57,6.94,16.5,20.2,0.35
66,FY20,41.76,7.64,16.5,20.2,0.35
66,FY21,28.41,5.94,16.5,20.2,0.35
66,FY22,26.71,4.1,16.5,20.2,0.35
66,FY23,27.95,6.46,16.5,20.2,0.35
66,FY24,30.04,6.88,16.5,20.2,0.35
67,FY11,37.36,2.12,16.5,20.2,0.35
67,FY12,33.91,4.62,16.5,20.2,0.35
67,FY13,28.7,6.91,16.5,20.2,0.35
67,FY14,31.43,7.31,16.5,20.2,0.35
67,FY15,36.38,5.32,16.5,20.2,0.35
67,FY16,37.64,2.23,16.5,20.2,0.35
67,FY17,15.81,2.5,16.5,20.2,0.35
67,FY18,28.13,3.41,16.5,20.2,0.35
67,FY19,44.53,5.25,16.5,20.2,0.35
67,FY20,34.87,3.67,16.5,20.2,0.35
67,FY21,24.65,4.01,16.5,20.2,0.35
67,FY22,35.96,4.84,16.5,20.2,0.35
67,FY23,30.53,5.55,16.5,20.2,0.35
67,FY24,38.06,2.54,16.5,20.2,0.35
68,FY11,38.31,5.38,16.5,20.2,0.35
68,FY12,35.07,3.97,16.5,20.2,0.35
68,FY13,27.28,3.39,16.5,20.2,0.35
68,FY14,44.38,4.98,16.5,20.2,0.35
68,FY15,44.88,4.94,16.5,20.2,0.35
68,FY16,21.59,5.04,16.5,20.2,0.35
68,FY17,16.19,7.43,16.5,20.2,0.35
68,FY18,39.56,6.35,16.5,20.2,0.35
68,FY19,33.29,5.48,16.5,20.2,0.35
68,FY20,44.9,3.67,16.5,20.2,0.35
68,FY21,38.39,5.49,16.5,20.2,0.35
68,FY22,44.28,6.97,16.5,20.2,0.35
68,FY23,44.96,5.53,16.5,20.2,0.35
68,FY24,21.14,5.02,16.5,20.2,0.35
69,FY11,36.33,6.65,16.5,20.2,0.35
69,FY12,15.02,5.03,16.5,20.2,0.35
69,FY13,22.06,7.25,16.5,20.2,0.35
69,FY14,19.59,6.0,16.5,20.2,0.35
69,FY15,22.98,4.14,16.5,20.2,0.35
69,FY16,43.22,3.44,16.5,20.2,0.35
69,FY17,17.85,2.42,16.5,20.2,0.35
69,FY18,30.14,5.85,16.5,20.2,0.35
69,FY19,24.82,6.14,16.5,20.2,0.35
69,FY20,16.83,7.14,16.5,20.2,0.35
69,FY21,39.5,7.91,16.5,20.2,0.35
69,FY22,43.1,4.14,16.5,20.2,0.35
69,FY23,26.98,6.48,16.5,20.2,0.35
69,FY24,19.02,3.88,16.5,20.2,0.35
70,FY11,18.56,4.73,16.5,20.2,0.35
70,FY12,31.56,3.27,16.5,20.2,0.35
70,FY13,15.8,6.32,16.5,20.2,0.35
70,FY14,15.6,7.84,16.5,20.2,0.35
70,FY15,21.65,5.98,16.5,20.2,0.35
70,FY16,28.04,2.36,16.5,20.2,0.35
70,FY17,29.17,5.1,16.5,20.2,0.35
70,FY18,40.64,6.39,16.5,20.2,0.35
70,FY19,17.38,3.25,16.5,20.2,0.35
70,FY20,24.36,2.7,16.5,20.2,0.35
70,FY21,28.71,7.91,16.5,20.2,0.35
70,FY22,30.44,6.45,16.5,20.2,0.35
70,FY23,35.49,7.1,16.5,20.2,0.35
70,FY24,21.47,6.52,16.5,20.2,0.35
71,FY11,41.44,3.03,16.5,20.2,0.35
71,FY12,25.4,7.82,16.5,20.2,0.35
71,FY13,38.42,3.7,16.5,20.2,0.35
71,FY14,31.92,4.43,16.5,20.2,0.35
71,FY15,29.7,4.13,16.5,20.2,0.35
71,FY16,23.38,6.05,16.5,20.2,0.35
71,FY17,38.36,7.24,16.5,20.2,0.35
71,FY18,19.66,6.94,16.5,20.2,0.35
71,FY19,22.64,4.56,16.5,20.2,0.35
71,FY20,42.04,4.73,16.5,20.2,0.35
71,FY21,20.91,2.96,16.5,20.2,0.35
71,FY22,29.19,6.58,16.5,20.2,0.35
71,FY23,44.92,6.72,16.5,20.2,0.35
71,FY24,41.31,6.49,16.5,20.2,0.35
72,FY11,41.86,2.46,16.5,20.2,0.35
72,FY12,42.9,4.38,16.5,20.2,0.35
72,FY13,42.65,2.45,16.5,20.2,0.35
72,FY14,36.46,6.41,16.5,20.2,0.35
72,FY15,44.91,6.61,16.5,20.2,0.35
72,FY16,26.48,5.34,16.5,20.2,0.35
72,FY17,26.0,3.18,16.5,20.2,0.35
72,FY18,22.46,3.33,16.5,20.2,0.35
72,FY19,31.46,7.44,16.5,20.2,0.35
72,FY20,42.38,2.33,16.5,20.2,0.35
72,FY21,17.4,3.47,16.5,20.2,0.35
72,FY22,22.65,2.57,16.5,20.2,0.35
72,FY23,26.65,5.53,16.5,20.2,0.35
72,FY24,32.34,5.26,16.5,20.2,0.35
73,FY11,25.16,6.24,16.5,20.2,0.35
73,FY12,39.79,4.08,16.5,20.2,0.35
73,FY13,17.57,3.78,16.5,20.2,0.35
73,FY14,19.12,4.8,16.5,20.2,0.35
73,FY15,19.68,4.78,16.5,20.2,0.35
73,FY16,21.63,6.43,16.5,20.2,0.35
73,FY17,15.83,5.33,16.5,20.2,0.35
73,FY18,20.08,2.01,16.5,20.2,0.35
73,FY19,41.08,6.03,16.5,20.2,0.35
73,FY20,17.97,5.98,16.5,20.2,0.35
73,FY21,33.35,4.84,16.5,20.2,0.35
73,FY22,27.58,7.32,16.5,20.2,0.35
73,FY23,22.35,4.39,16.5,20.2,0.35
73,FY24,24.87,6.63,16.5,20.2,0.35
74,FY11,42.49,7.1,16.5,20.2,0.35
74,FY12,38.93,7.92,16.5,20.2,0.35
74,FY13,35.91,6.51,16.5,20.2,0.35
74,FY14,44.48,2.04,16.5,20.2,0.35
74,FY15,34.02,6.43,16.5,20.2,0.35
74,FY16,42.53,7.3,16.5,20.2,0.35
74,FY17,40.26,7.67,16.5,20.2,0.35
74,FY18,31.12,2.04,16.5,20.2,0.35
74,FY19,15.33,5.27,16.5,20.2,0.35
74,FY20,28.06,4.71,16.5,20.2,0.35
74,FY21,27.01,7.51,16.5,20.2,0.35
74,FY22,25.78,7.14,16.5,20.2,0.35
74,FY23,42.09,5.0,16.5,20.2,0.35
74,FY24,28.41,6.57,16.5,20.2,0.35
75,FY11,36.24,3.97,16.5,20.2,0.35
75,FY12,18.08,3.59,16.5,20.2,0.35
75,FY13,18.93,3.77,16.5,20.2,0.35
75,FY14,22.85,5.83,16.5,20.2,0.35
75,FY15,43.63,6.11,16.5,20.2,0.35
75,FY16,42.8,6.7,16.5,20.2,0.35
75,FY17,36.84,4.48,16.5,20.2,0.35
75,FY18,24.74,7.08,16.5,20.2,0.35
75,FY19,42.16,4.71,16.5,20.2,0.35
75,FY20,15.27,6.76,16.5,20.2,0.35
75,FY21,23.55,2.06,16.5,20.2,0.35
75,FY22,39.15,5.1,16.5,20.2,0.35
75,FY23,35.56,7.49,16.5,20.2,0.35
75,FY24,31.24,5.02,16.5,20.2,0.35
76,FY11,23.72,3.83,16.5,20.2,0.35
76,FY12,38.9,4.69,16.5,20.2,0.35
76,FY13,19.91,2.57,16.5,20.2,0.35
76,FY14,29.19,4.79,16.5,20.2,0.35
76,FY15,34.6,4.83,16.5,20.2,0.35
76,FY16,19.3,5.05,16.5,20.2,0.35
76,FY17,42.2,2.96,16.5,20.2,0.35
76,FY18,35.69,5.56,16.5,20.2,0.35
76,FY19,37.46,2.9,16.5,20.2,0.35
76,FY20,43.25,5.73,16.5,20.2,0.35
76,FY21,40.41,3.48,16.5,20.2,0.35
76,FY22,37.18,6.69,16.5,20.2,0.35
76,FY23,26.92,4.3,16.5,20.2,0.35
76,FY24,34.73,2.56,16.5,20.2,0.35
77,FY11,37.07,2.26,16.5,20.2,0.35
77,FY12,20.72,5.98,16.5,20.2,0.35
77,FY13,17.95,7.83,16.5,20.2,0.35
77,FY14,41.05,5.76,16.5,20.2,0.35
77,FY15,39.57,7.33,16.5,20.2,0.35
77,FY16,22.78,7.1,16.5,20.2,0.35
77,FY17,20.84,4.48,16.5,20.2,0.35
