company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_assets,total_assets
17,Mar 2012,100.0,8668.69,3467.48,1733.74,13969.91,6984.95,698.5,2793.98,3492.48,13969.91
17,Mar 2013,100.0,9708.94,3883.58,1941.79,15634.31,7817.15,781.72,3126.86,3908.58,15634.31
17,Mar 2014,100.0,10874.01,4349.6,2174.8,17498.41,8749.2,874.92,3499.68,4374.61,17498.41
17,Mar 2015,100.0,12178.89,4871.56,2435.78,19586.23,9793.11,979.31,3917.25,4896.56,19586.23
17,Mar 2016,100.0,13640.36,5456.14,2728.07,21924.57,10962.28,1096.23,4384.91,5481.15,21924.57
17,Mar 2017,100.0,15277.2,6110.88,3055.44,24543.52,12271.76,1227.18,4908.7,6135.88,24543.52
17,Mar 2018,100.0,17110.47,6844.19,3422.09,27476.75,13738.38,1373.84,5495.35,6869.18,27476.75
17,Mar 2019,100.0,19163.72,7665.49,3832.74,30761.95,15380.98,1538.1,6152.39,7690.48,30761.95
17,Mar 2020,100.0,21463.37,8585.35,4292.67,34441.39,17220.69,1722.07,6888.28,8610.35,34441.39
17,Mar 2021,100.0,24038.97,9615.59,4807.79,38562.35,19281.17,1928.12,7712.47,9640.59,38562.35
17,Mar 2022,100.0,26923.65,10769.46,5384.73,43177.84,21588.92,2158.89,8635.57,10794.46,43177.84
17,Mar 2023,100.0,30154.49,12061.8,6030.9,48347.19,24173.6,2417.36,9669.44,12086.79,48347.19
17,Mar 2024,100.0,33773.02,13509.21,6754.6,54136.83,27068.42,2706.84,10827.37,13534.2,54136.83
18,Mar 2010,100.0,3926.71,1570.68,785.34,6382.73,3191.36,319.14,1276.55,1595.68,6382.73
18,Mar 2011,100.0,4397.92,1759.17,879.58,7136.67,3568.34,356.83,1427.33,1784.17,7136.67
18,Mar 2012,100.0,4925.67,1970.27,985.13,7981.07,3990.53,399.05,1596.21,1995.28,7981.07
18,Mar 2013,100.0,5516.75,2206.7,1103.35,8926.8,4463.4,446.34,1785.36,2231.7,8926.8
18,Mar 2014,100.0,6178.76,2471.5,1235.75,9986.01,4993.01,499.3,1997.2,2496.5,9986.01
18,Mar 2015,100.0,6920.21,2768.08,1384.04,11172.33,5586.16,558.62,2234.47,2793.08,11172.33
18,Mar 2016,100.0,7750.63,3100.25,1550.13,12501.01,6250.51,625.05,2500.2,3125.25,12501.01
18,Mar 2017,100.0,8680.71,3472.28,1736.14,13989.13,6994.56,699.46,2797.83,3497.28,13989.13
18,Mar 2018,100.0,9722.39,3888.96,1944.48,15655.83,7827.91,782.79,3131.17,3913.96,15655.83
18,Mar 2019,100.0,10889.08,4355.63,2177.82,17522.53,8761.26,876.13,3504.51,4380.63,17522.53
18,Mar 2020,100.0,12195.77,4878.31,2439.15,19613.23,9806.61,980.66,3922.65,4903.31,19613.23
18,Mar 2021,100.0,13659.26,5463.7,2731.85,21954.81,10977.41,1097.74,4390.96,5488.7,21954.81
18,Mar 2022,100.0,15298.37,6119.35,3059.67,24577.39,12288.69,1228.87,4915.48,6144.35,24577.39
18,Mar 2023,100.0,17134.17,6853.67,3426.83,27514.67,13757.33,1375.73,5502.93,6878.68,27514.67
18,Mar 2024,100.0,19190.28,7676.11,3838.06,30804.45,15402.23,1540.22,6160.89,7701.11,30804.45
19,Mar 2010,100.0,7961.26,3184.5,1592.25,12838.01,6419.01,641.9,2567.6,3209.5,12838.01
19,Mar 2011,100.0,8916.61,3566.64,1783.32,14366.57,7183.28,718.33,2873.31,3591.65,14366.57
19,Mar 2012,100.0,9986.6,3994.64,1997.32,16078.56,8039.28,803.93,3215.71,4019.64,16078.56
19,Mar 2013,100.0,11184.99,4474.0,2237.0,17995.99,8998.0,899.8,3599.2,4498.99,17995.99
19,Mar 2014,100.0,12527.19,5010.88,2505.44,20143.51,10071.75,1007.18,4028.7,5035.88,20143.51
19,Mar 2015,100.0,14030.46,5612.18,2806.09,22548.73,11274.36,1127.44,4509.75,5637.18,22548.73
19,Mar 2016,100.0,15714.11,6285.64,3142.82,25242.57,12621.28,1262.13,5048.51,6310.65,25242.57
19,Mar 2017,100.0,17599.81,7039.92,3519.96,28259.69,14129.84,1412.98,5651.94,7064.93,28259.69
19,Mar 2018,100.0,19711.78,7884.71,3942.36,31638.85,15819.42,1581.94,6327.77,7909.72,31638.85
19,Mar 2019,100.0,22077.2,8830.88,4415.44,35423.52,17711.76,1771.18,7084.7,8855.88,35423.52
19,Mar 2020,100.0,24726.46,9890.58,4945.29,39662.33,19831.17,1983.12,7932.47,9915.57,39662.33
19,Mar 2021,100.0,27693.63,11077.45,5538.73,44409.81,22204.9,2220.49,8881.96,11102.46,44409.81
19,Mar 2022,100.0,31016.87,12406.75,6203.37,49726.99,24863.49,2486.35,9945.4,12431.75,49726.99
19,Mar 2023,100.0,34738.9,13895.56,6947.78,55682.24,27841.12,2784.11,11136.45,13920.56,55682.24
19,Mar 2024,100.0,38907.56,15563.02,7781.51,62352.09,31176.04,3117.6,12470.42,15588.03,62352.09
20,Mar 2010,100.0,2177.86,871.14,435.57,3584.57,1792.29,179.23,716.91,896.14,3584.57
20,Mar 2011,100.0,2439.21,975.68,487.84,4002.73,2001.37,200.14,800.55,1000.67,4002.73
20,Mar 2012,100.0,2731.91,1092.76,546.38,4471.05,2235.53,223.55,894.21,1117.76,4471.05
20,Mar 2013,100.0,3059.74,1223.9,611.95,4995.59,2497.8,249.78,999.12,1248.89,4995.59
20,Mar 2014,100.0,3426.91,1370.76,685.38,5583.05,2791.53,279.15,1116.61,1395.76,5583.05
20,Mar 2015,100.0,3838.14,1535.26,767.63,6241.03,3120.51,312.05,1248.21,1560.26,6241.03
20,Mar 2016,100.0,4298.72,1719.49,859.74,6977.95,3488.97,348.9,1395.59,1744.49,6977.95
20,Mar 2017,100.0,4814.56,1925.82,962.91,7803.29,3901.64,390.16,1560.66,1950.83,7803.29
20,Mar 2018,100.0,5392.31,2156.92,1078.46,8727.69,4363.85,436.38,1745.54,2181.92,8727.69
20,Mar 2019,100.0,6039.39,2415.76,1207.88,9763.03,4881.52,488.15,1952.61,2440.75,9763.03
20,Mar 2020,100.0,6764.11,2705.64,1352.82,10922.57,5461.28,546.13,2184.51,2730.65,10922.57
20,Mar 2021,100.0,7575.81,3030.32,1515.16,12221.29,6110.65,611.06,2444.26,3055.32,12221.29
20,Mar 2022,100.0,8484.9,3393.96,1696.98,13675.84,6837.92,683.79,2735.17,3418.96,13675.84
20,Mar 2023,100.0,9503.09,3801.24,1900.62,15304.95,7652.48,765.25,3060.99,3826.23,15304.95
20,Mar 2024,100.0,10643.46,4257.38,2128.69,17129.53,8564.76,856.48,3425.91,4282.38,17129.53
21,Mar 2010,100.0,9728.39,3891.36,1945.68,15665.43,7832.72,783.27,3133.09,3916.35,15665.43
21,Mar 2011,100.0,10895.8,4358.32,2179.16,17533.28,8766.64,876.66,3506.66,4383.32,17533.28
21,Mar 2012,100.0,12203.29,4881.32,2440.66,19625.27,9812.64,981.26,3925.05,4906.32,19625.27
21,Mar 2013,100.0,13667.69,5467.08,2733.54,21968.31,10984.16,1098.42,4393.66,5492.07,21968.31
21,Mar 2014,100.0,15307.81,6123.12,3061.56,24592.49,12296.25,1229.62,4918.5,6148.12,24592.49
21,Mar 2015,100.0,17144.75,6857.9,3428.95,27531.6,13765.8,1376.58,5506.32,6882.9,27531.6
21,Mar 2016,100.0,19202.12,7680.85,3840.42,30823.39,15411.69,1541.17,6164.68,7705.85,30823.39
21,Mar 2017,100.0,21506.37,8602.55,4301.27,34510.19,17255.1,1725.51,6902.04,8627.54,34510.19
21,Mar 2018,100.0,24087.13,9634.85,4817.43,38639.41,19319.71,1931.97,7727.88,9659.85,38639.41
21,Mar 2019,100.0,26977.59,10791.04,5395.52,43264.15,21632.08,2163.21,8652.83,10816.03,43264.15
21,Mar 2020,100.0,30214.9,12085.96,6042.98,48443.84,24221.92,2422.19,9688.77,12110.96,48443.84
21,Mar 2021,100.0,33840.69,13536.28,6768.14,54245.11,27122.56,2712.26,10849.02,13561.27,54245.11
21,Mar 2022,100.0,37901.57,15160.63,7580.31,60742.51,30371.26,3037.13,12148.5,15185.62,60742.51
21,Mar 2023,100.0,42449.76,16979.9,8489.95,68019.61,34009.81,3400.98,13603.92,17004.9,68019.61
21,Mar 2024,100.0,47543.73,19017.49,9508.75,76169.97,38084.99,3808.5,15233.99,19042.49,76169.97
22,Mar 2010,100.0,5084.11,2033.64,1016.82,8234.57,4117.28,411.73,1646.91,2058.65,8234.57
22,Mar 2011,100.0,5694.2,2277.68,1138.84,9210.72,4605.36,460.54,1842.14,2302.68,9210.72
22,Mar 2012,100.0,6377.5,2551.0,1275.5,10304.0,5152.0,515.2,2060.8,2576.0,10304.0
22,Mar 2013,100.0,7142.8,2857.12,1428.56,11528.48,5764.24,576.42,2305.7,2882.12,11528.48
22,Mar 2014,100.0,7999.94,3199.98,1599.99,12899.91,6449.95,645.0,2579.98,3224.98,12899.91
22,Mar 2015,100.0,8959.93,3583.97,1791.99,14435.89,7217.94,721.79,2887.18,3608.98,14435.89
22,Mar 2016,100.0,10035.12,4014.05,2007.02,16156.19,8078.1,807.81,3231.24,4039.04,16156.19
22,Mar 2017,100.0,11239.34,4495.74,2247.87,18082.95,9041.48,904.15,3616.59,4520.73,18082.95
22,Mar 2018,100.0,12588.06,5035.22,2517.61,20240.89,10120.44,1012.04,4048.18,5060.23,20240.89
22,Mar 2019,100.0,14098.63,5639.45,2819.73,22657.81,11328.91,1132.89,4531.56,5664.45,22657.81
22,Mar 2020,100.0,15790.46,6316.18,3158.09,25364.73,12682.36,1268.24,5072.95,6341.18,25364.73
22,Mar 2021,100.0,17685.32,7074.13,3537.06,28396.51,14198.25,1419.83,5679.3,7099.13,28396.51
22,Mar 2022,100.0,19807.55,7923.02,3961.51,31792.08,15896.04,1589.6,6358.42,7948.02,31792.08
22,Mar 2023,100.0,22184.46,8873.78,4436.89,35595.13,17797.56,1779.76,7119.03,8898.78,35595.13
22,Mar 2024,100.0,24846.6,9938.64,4969.32,39854.56,19927.28,1992.73,7970.91,9963.64,39854.56
23,Mar 2010,100.0,3124.45,1249.78,624.89,5099.12,2549.56,254.96,1019.82,1274.78,5099.12
23,Mar 2011,100.0,3499.39,1399.76,699.88,5699.03,2849.51,284.95,1139.81,1424.76,5699.03
23,Mar 2012,100.0,3919.32,1567.73,783.86,6370.91,3185.45,318.55,1274.18,1592.73,6370.91
23,Mar 2013,100.0,4389.63,1755.85,877.93,7123.41,3561.7,356.17,1424.68,1780.86,7123.41
23,Mar 2014,100.0,4916.39,1966.56,983.28,7966.23,3983.11,398.31,1593.25,1991.56,7966.23
23,Mar 2015,100.0,5506.36,2202.54,1101.27,8910.17,4455.09,445.51,1782.03,2227.54,8910.17
23,Mar 2016,100.0,6167.12,2466.85,1233.42,9967.39,4983.69,498.37,1993.48,2491.85,9967.39
23,Mar 2017,100.0,6907.17,2762.87,1381.43,11151.47,5575.73,557.57,2230.29,2787.88,11151.47
23,Mar 2018,100.0,7736.03,3094.41,1547.21,12477.65,6238.82,623.88,2495.53,3119.42,12477.65
23,Mar 2019,100.0,8664.36,3465.74,1732.87,13962.97,6981.48,698.15,2792.59,3490.75,13962.97
23,Mar 2020,100.0,9704.08,3881.63,1940.82,15626.53,7813.27,781.33,3125.31,3906.62,15626.53
23,Mar 2021,100.0,10868.57,4347.43,2173.71,17489.71,8744.85,874.49,3497.94,4372.43,17489.71
23,Mar 2022,100.0,12172.8,4869.12,2434.56,19576.48,9788.24,978.82,3915.3,4894.12,19576.48
23,Mar 2023,100.0,13633.53,5453.41,2726.71,21913.65,10956.83,1095.68,4382.73,5478.41,21913.65
23,Mar 2024,100.0,15269.56,6107.82,3053.91,24531.29,12265.65,1226.56,4906.26,6132.82,24531.29
24,Mar 2010,100.0,1661.47,664.59,332.29,2758.35,1379.17,137.92,551.67,689.59,2758.35
24,Mar 2011,100.0,1860.85,744.34,372.17,3077.36,1538.68,153.87,615.47,769.34,3077.36
24,Mar 2012,100.0,2084.15,833.66,416.83,3434.64,1717.32,171.73,686.93,858.66,3434.64
24,Mar 2013,100.0,2334.25,933.7,466.85,3834.8,1917.4,191.74,766.96,958.7,3834.8
24,Mar 2014,100.0,2614.36,1045.74,522.87,4282.97,2141.49,214.15,856.59,1070.74,4282.97
24,Mar 2015,100.0,2928.08,1171.23,585.62,4784.93,2392.47,239.25,956.99,1196.22,4784.93
24,Mar 2016,100.0,3279.45,1311.78,655.89,5347.12,2673.56,267.36,1069.42,1336.78,5347.12
24,Mar 2017,100.0,3672.98,1469.19,734.6,5976.77,2988.39,298.84,1195.35,1494.19,5976.77
24,Mar 2018,100.0,4113.74,1645.5,822.75,6681.99,3340.99,334.1,1336.4,1670.5,6681.99
24,Mar 2019,100.0,4607.39,1842.96,921.48,7471.83,3735.91,373.59,1494.37,1867.96,7471.83
24,Mar 2020,100.0,5160.28,2064.11,1032.06,8356.45,4178.23,417.82,1671.29,2089.11,8356.45
24,Mar 2021,100.0,5779.51,2311.8,1155.9,9347.21,4673.6,467.36,1869.44,2336.81,9347.21
24,Mar 2022,100.0,6473.05,2589.22,1294.61,10456.88,5228.44,522.84,2091.38,2614.22,10456.88
24,Mar 2023,100.0,7249.82,2899.93,1449.96,11699.71,5849.85,584.99,2339.94,2924.93,11699.71
24,Mar 2024,100.0,8119.79,3247.92,1623.96,13091.67,6545.84,654.58,2618.33,3272.92,13091.67
25,Mar 2011,100.0,2527.82,1011.13,505.56,4144.51,2072.26,207.23,828.9,1036.12,4144.51
25,Mar 2012,100.0,2831.16,1132.46,566.23,4629.85,2314.93,231.49,925.97,1157.46,4629.85
25,Mar 2013,100.0,3170.9,1268.36,634.18,5173.44,2586.72,258.67,1034.69,1293.36,5173.44
25,Mar 2014,100.0,3551.41,1420.56,710.28,5782.25,2891.12,289.11,1156.45,1445.57,5782.25
25,Mar 2015,100.0,3977.58,1591.03,795.52,6464.13,3232.07,323.21,1292.83,1616.02,6464.13
25,Mar 2016,100.0,4454.88,1781.95,890.98,7227.81,3613.91,361.39,1445.56,1806.95,7227.81
25,Mar 2017,100.0,4989.47,1995.79,997.89,8083.15,4041.57,404.16,1616.63,2020.79,8083.15
25,Mar 2018,100.0,5588.21,2235.28,1117.64,9041.13,4520.56,452.06,1808.23,2260.28,9041.13
25,Mar 2019,100.0,6258.79,2503.52,1251.76,10114.07,5057.03,505.7,2022.81,2528.53,10114.07
25,Mar 2020,100.0,7009.85,2803.94,1401.97,11315.76,5657.88,565.79,2263.15,2828.94,11315.76
25,Mar 2021,100.0,7851.03,3140.41,1570.21,12661.65,6330.82,633.08,2532.33,3165.42,12661.65
25,Mar 2022,100.0,8793.15,3517.26,1758.63,14169.04,7084.52,708.45,2833.81,3542.26,14169.04
25,Mar 2023,100.0,9848.33,3939.33,1969.67,15857.33,7928.66,792.87,3171.47,3964.33,15857.33
25,Mar 2024,100.0,11030.13,4412.05,2206.03,17748.21,8874.1,887.41,3549.64,4437.06,17748.21
26,Mar 2011,100.0,5677.97,2271.19,1135.59,9184.75,4592.38,459.24,1836.95,2296.18,9184.75
26,Mar 2012,100.0,6359.32,2543.73,1271.86,10274.91,5137.45,513.75,2054.98,2568.73,10274.91
26,Mar 2013,100.0,7122.44,2848.98,1424.49,11495.91,5747.95,574.8,2299.18,2873.98,11495.91
26,Mar 2014,100.0,7977.13,3190.85,1595.43,12863.41,6431.7,643.17,2572.68,3215.86,12863.41
26,Mar 2015,100.0,8934.39,3573.76,1786.88,14395.03,7197.52,719.75,2879.01,3598.75,14395.03
26,Mar 2016,100.0,10006.52,4002.61,2001.3,16110.43,8055.22,805.52,3222.09,4027.6,16110.43
26,Mar 2017,100.0,11207.3,4482.92,2241.46,18031.68,9015.84,901.58,3606.34,4507.92,18031.68
26,Mar 2018,100.0,12552.17,5020.87,2510.43,20183.47,10091.74,1009.17,4036.69,5045.87,20183.47
26,Mar 2019,100.0,14058.43,5623.37,2811.69,22593.49,11296.75,1129.67,4518.7,5648.37,22593.49
26,Mar 2020,100.0,15745.45,6298.18,3149.09,25292.72,12646.36,1264.64,5058.54,6323.18,25292.72
26,Mar 2021,100.0,17634.9,7053.96,3526.98,28315.84,14157.92,1415.79,5663.17,7078.96,28315.84
26,Mar 2022,100.0,19751.09,7900.44,3950.22,31701.75,15850.88,1585.09,6340.35,7925.43,31701.75
26,Mar 2023,100.0,22121.22,8848.49,4424.24,35493.95,17746.97,1774.7,7098.79,8873.49,35493.95
26,Mar 2024,100.0,24775.76,9910.3,4955.15,39741.21,19870.6,1987.06,7948.24,9935.31,39741.21
27,Mar 2011,100.0,4033.03,1613.21,806.61,6552.85,3276.43,327.64,1310.57,1638.21,6552.85
27,Mar 2012,100.0,4516.99,1806.8,903.4,7327.19,3663.59,366.36,1465.44,1831.8,7327.19
27,Mar 2013,100.0,5059.03,2023.61,1011.81,8194.45,4097.23,409.72,1638.89,2048.61,8194.45
27,Mar 2014,100.0,5666.11,2266.44,1133.22,9165.77,4582.89,458.29,1833.15,2291.44,9165.77
27,Mar 2015,100.0,6346.05,2538.42,1269.21,10253.68,5126.84,512.68,2050.74,2563.42,10253.68
27,Mar 2016,100.0,7107.57,2843.03,1421.51,11472.11,5736.06,573.61,2294.42,2868.02,11472.11
27,Mar 2017,100.0,7960.48,3184.19,1592.1,12836.77,6418.39,641.84,2567.35,3209.19,12836.77
27,Mar 2018,100.0,8915.74,3566.3,1783.15,14365.19,7182.6,718.26,2873.04,3591.29,14365.19
27,Mar 2019,100.0,9985.63,3994.25,1997.13,16077.01,8038.51,803.85,3215.4,4019.25,16077.01
27,Mar 2020,100.0,11183.91,4473.56,2236.78,17994.25,8997.12,899.71,3598.85,4498.57,17994.25
27,Mar 2021,100.0,12525.97,5010.39,2505.19,20141.55,10070.77,1007.08,4028.31,5035.39,20141.55
27,Mar 2022,100.0,14029.09,5611.64,2805.82,22546.55,11273.27,1127.33,4509.31,5636.64,22546.55
27,Mar 2023,100.0,15712.58,6285.03,3142.52,25240.13,12620.07,1262.01,5048.03,6310.02,25240.13
27,Mar 2024,100.0,17598.09,7039.24,3519.62,28256.95,14128.48,1412.85,5651.39,7064.23,28256.95
28,Mar 2011,100.0,8459.95,3383.98,1691.99,13635.92,6817.96,681.8,2727.18,3408.98,13635.92
28,Mar 2012,100.0,9475.14,3790.06,1895.03,15260.23,7630.11,763.01,3052.05,3815.06,15260.23
28,Mar 2013,100.0,10612.16,4244.86,2122.43,17079.45,8539.73,853.97,3415.89,4269.86,17079.45
28,Mar 2014,100.0,11885.62,4754.25,2377.12,19116.99,9558.5,955.85,3823.4,4779.24,19116.99
28,Mar 2015,100.0,13311.9,5324.76,2662.38,21399.04,10699.52,1069.95,4279.81,5349.76,21399.04
28,Mar 2016,100.0,14909.32,5963.73,2981.86,23954.91,11977.45,1197.75,4790.98,5988.73,23954.91
28,Mar 2017,100.0,16698.44,6679.38,3339.69,26817.51,13408.75,1340.88,5363.5,6704.38,26817.51
28,Mar 2018,100.0,18702.25,7480.9,3740.45,30023.6,15011.8,1501.18,6004.72,7505.9,30023.6
28,Mar 2019,100.0,20946.53,8378.61,4189.31,33614.45,16807.22,1680.72,6722.89,8403.62,33614.45
28,Mar 2020,100.0,23460.11,9384.04,4692.02,37636.17,18818.08,1881.81,7527.23,9409.05,37636.17
28,Mar 2021,100.0,26275.32,10510.13,5255.06,42140.51,21070.26,2107.03,8428.1,10535.12,42140.51
28,Mar 2022,100.0,29428.36,11771.34,5885.67,47185.37,23592.69,2359.27,9437.07,11796.34,47185.37
28,Mar 2023,100.0,32959.76,13183.9,6591.95,52835.61,26417.81,2641.78,10567.12,13208.9,52835.61
28,Mar 2024,100.0,36914.93,14765.97,7382.99,59163.89,29581.94,2958.19,11832.78,14790.98,59163.89
29,Mar 2011,100.0,4877.99,1951.2,975.6,7904.79,3952.39,395.24,1580.96,1976.2,7904.79
29,Mar 2012,100.0,5463.35,2185.34,1092.67,8841.36,4420.68,442.07,1768.27,2210.34,8841.36
29,Mar 2013,100.0,6118.95,2447.58,1223.79,9890.32,4945.16,494.52,1978.06,2472.58,9890.32
29,Mar 2014,100.0,6853.22,2741.29,1370.64,11065.15,5532.57,553.26,2213.03,2766.29,11065.15
29,Mar 2015,100.0,7675.61,3070.24,1535.12,12380.97,6190.48,619.05,2476.19,3095.25,12380.97
29,Mar 2016,100.0,8596.68,3438.67,1719.34,13854.69,6927.35,692.73,2770.94,3463.67,13854.69
29,Mar 2017,100.0,9628.28,3851.31,1925.66,15505.25,7752.62,775.26,3101.05,3876.32,15505.25
29,Mar 2018,100.0,10783.68,4313.47,2156.74,17353.89,8676.94,867.69,3470.78,4338.48,17353.89
29,Mar 2019,100.0,12077.72,4831.09,2415.54,19424.35,9712.17,971.22,3884.87,4856.09,19424.35
29,Mar 2020,100.0,13527.04,5410.82,2705.41,21743.27,10871.64,1087.16,4348.65,5435.82,21743.27
29,Mar 2021,100.0,15150.29,6060.12,3030.06,24340.47,12170.24,1217.02,4868.09,6085.12,24340.47
29,Mar 2022,100.0,16968.32,6787.33,3393.66,27249.31,13624.66,1362.47,5449.86,6812.32,27249.31
29,Mar 2023,100.0,19004.52,7601.81,3800.9,30507.23,15253.61,1525.36,6101.45,7626.81,30507.23
29,Mar 2024,100.0,21285.07,8514.03,4257.01,34156.11,17078.06,1707.81,6831.22,8539.02,34156.11
30,Mar 2011,100.0,3238.43,1295.37,647.69,5281.49,2640.74,264.07,1056.3,1320.38,5281.49
30,Mar 2012,100.0,3627.04,1450.82,725.41,5903.27,2951.64,295.16,1180.65,1475.82,5903.27
30,Mar 2013,100.0,4062.28,1624.91,812.46,6599.65,3299.82,329.98,1319.93,1649.92,6599.65
30,Mar 2014,100.0,4549.76,1819.9,909.95,7379.61,3689.8,368.98,1475.92,1844.91,7379.61
30,Mar 2015,100.0,5095.73,2038.29,1019.15,8253.17,4126.59,412.66,1650.63,2063.29,8253.17
30,Mar 2016,100.0,5707.22,2282.89,1141.44,9231.55,4615.77,461.58,1846.31,2307.89,9231.55
30,Mar 2017,100.0,6392.08,2556.83,1278.42,10327.33,5163.66,516.37,2065.47,2581.83,10327.33
30,Mar 2018,100.0,7159.13,2863.65,1431.83,11554.61,5777.31,577.73,2310.92,2888.65,11554.61
30,Mar 2019,100.0,8018.23,3207.29,1603.65,12929.17,6464.59,646.46,2585.83,3232.29,12929.17
30,Mar 2020,100.0,8980.42,3592.17,1796.08,14468.67,7234.34,723.43,2893.73,3617.17,14468.67
30,Mar 2021,100.0,10058.07,4023.23,2011.61,16192.91,8096.45,809.65,3238.58,4048.23,16192.91
30,Mar 2022,100.0,11265.04,4506.02,2253.01,18124.07,9062.03,906.2,3624.81,4531.03,18124.07
30,Mar 2023,100.0,12616.84,5046.74,2523.37,20286.95,10143.48,1014.35,4057.39,5071.73,20286.95
30,Mar 2024,100.0,14130.86,5652.34,2826.17,22709.37,11354.68,1135.47,4541.87,5677.35,22709.37
31,Mar 2011,100.0,6554.3,2621.72,1310.86,10586.88,5293.44,529.34,2117.38,2646.72,10586.88
31,Mar 2012,100.0,7340.82,2936.33,1468.16,11845.31,5922.65,592.27,2369.06,2961.33,11845.31
31,Mar 2013,100.0,8221.72,3288.69,1644.34,13254.75,6627.38,662.74,2650.95,3313.68,13254.75
31,Mar 2014,100.0,9208.33,3683.33,1841.67,14833.33,7416.66,741.67,2966.67,3708.33,14833.33
31,Mar 2015,100.0,10313.33,4125.33,2062.67,16601.33,8300.67,830.07,3320.27,4150.32,16601.33
31,Mar 2016,100.0,11550.92,4620.37,2310.18,18581.47,9290.74,929.07,3716.29,4645.37,18581.47
31,Mar 2017,100.0,12937.04,5174.82,2587.41,20799.27,10399.64,1039.96,4159.85,5199.82,20799.27
31,Mar 2018,100.0,14489.48,5795.79,2897.9,23283.17,11641.58,1164.16,4656.63,5820.8,23283.17
31,Mar 2019,100.0,16228.22,6491.29,3245.64,26065.15,13032.58,1303.26,5213.03,6516.28,26065.15
31,Mar 2020,100.0,18175.6,7270.24,3635.12,29180.96,14590.48,1459.05,5836.19,7295.24,29180.96
31,Mar 2021,100.0,20356.68,8142.67,4071.34,32670.69,16335.34,1633.53,6534.14,8167.68,32670.69
31,Mar 2022,100.0,22799.48,9119.79,4559.9,36579.17,18289.58,1828.96,7315.83,9144.8,36579.17
31,Mar 2023,100.0,25535.41,10214.16,5107.08,40956.65,20478.33,2047.83,8191.33,10239.16,40956.65
31,Mar 2024,100.0,28599.66,11439.86,5719.93,45859.45,22929.72,2292.97,9171.89,11464.87,45859.45
32,Mar 2011,100.0,7360.99,2944.4,1472.2,11877.59,5938.8,593.88,2375.52,2969.39,11877.59
32,Mar 2012,100.0,8244.31,3297.72,1648.86,13290.89,6645.44,664.54,2658.18,3322.73,13290.89
32,Mar 2013,100.0,9233.63,3693.45,1846.73,14873.81,7436.9,743.69,2974.76,3718.46,14873.81
32,Mar 2014,100.0,10341.67,4136.67,2068.33,16646.67,8323.33,832.33,3329.33,4161.68,16646.67
32,Mar 2015,100.0,11582.67,4633.07,2316.53,18632.27,9316.14,931.61,3726.45,4658.07,18632.27
32,Mar 2016,100.0,12972.59,5189.04,2594.52,20856.15,10428.08,1042.81,4171.23,5214.03,20856.15
32,Mar 2017,100.0,14529.3,5811.72,2905.86,23346.88,11673.44,1167.34,4669.38,5836.72,23346.88
32,Mar 2018,100.0,16272.81,6509.12,3254.56,26136.49,13068.25,1306.82,5227.3,6534.12,26136.49
32,Mar 2019,100.0,18225.55,7290.22,3645.11,29260.88,14630.44,1463.04,5852.18,7315.22,29260.88
32,Mar 2020,100.0,20412.62,8165.05,4082.52,32760.19,16380.09,1638.01,6552.04,8190.05,32760.19
32,Mar 2021,100.0,22862.13,9144.85,4572.43,36679.41,18339.71,1833.97,7335.88,9169.85,36679.41
32,Mar 2022,100.0,25605.59,10242.24,5121.12,41068.95,20534.47,2053.45,8213.79,10267.24,41068.95
32,Mar 2023,100.0,28678.26,11471.3,5735.65,45985.21,22992.6,2299.26,9197.04,11496.31,45985.21
32,Mar 2024,100.0,32119.65,12847.86,6423.93,51491.44,25745.72,2574.57,10298.29,12872.86,51491.44
33,Mar 2011,100.0,2503.38,1001.35,500.68,4105.41,2052.7,205.27,821.08,1026.36,4105.41
33,Mar 2012,100.0,2803.78,1121.51,560.76,4586.05,2293.03,229.3,917.21,1146.51,4586.05
33,Mar 2013,100.0,3140.24,1256.1,628.05,5124.39,2562.2,256.22,1024.88,1281.09,5124.39
33,Mar 2014,100.0,3517.06,1406.82,703.41,5727.29,2863.64,286.36,1145.46,1431.83,5727.29
33,Mar 2015,100.0,3939.11,1575.64,787.82,6402.57,3201.28,320.13,1280.51,1600.65,6402.57
33,Mar 2016,100.0,4411.81,1764.72,882.36,7158.89,3579.45,357.94,1431.78,1789.72,7158.89
33,Mar 2017,100.0,4941.22,1976.49,988.24,8005.95,4002.97,400.3,1601.19,2001.49,8005.95
33,Mar 2018,100.0,5534.17,2213.67,1106.83,8954.67,4477.34,447.73,1790.93,2238.67,8954.67
33,Mar 2019,100.0,6198.27,2479.31,1239.65,10017.23,5008.61,500.86,2003.45,2504.31,10017.23
33,Mar 2020,100.0,6942.06,2776.82,1388.41,11207.29,5603.65,560.36,2241.46,2801.82,11207.29
33,Mar 2021,100.0,7775.11,3110.04,1555.02,12540.17,6270.09,627.01,2508.03,3135.04,12540.17
33,Mar 2022,100.0,8708.12,3483.25,1741.62,14032.99,7016.49,701.65,2806.6,3508.25,14032.99
33,Mar 2023,100.0,9753.1,3901.24,1950.62,15704.96,7852.48,785.25,3140.99,3926.24,15704.96
33,Mar 2024,100.0,10923.47,4369.39,2184.69,17577.55,8788.77,878.88,3515.51,4394.39,17577.55
