company_id,year,cfo,cfi,cff,net_cash_flow
40,2015-16,4326.79,-2596.07,-1298.04,432.68
40,2016-17,2092.28,-1255.37,-627.68,209.23
40,2017-18,3072.32,-1843.39,-921.7,307.23
40,2018-19,2194.9,-1316.94,-658.47,219.49
40,2019-20,4762.72,-2857.63,-1428.82,476.27
40,2020-21,2037.19,-1222.31,-611.16,203.72
40,2021-22,2718.63,-1631.18,-815.59,271.86
40,2022-23,4490.92,-2694.55,-1347.28,449.09
40,2023-24,4367.73,-2620.64,-1310.32,436.77
41,2011-12,1744.41,-1046.65,-523.32,174.44
41,2012-13,4210.57,-2526.34,-1263.17,421.06
41,2013-14,2832.75,-1699.65,-849.82,283.28
41,2014-15,2931.88,-1759.13,-879.56,293.19
41,2015-16,1533.92,-920.35,-460.18,153.39
41,2016-17,1322.41,-793.45,-396.72,132.24
41,2017-18,3911.76,-2347.06,-1173.53,391.17
41,2018-19,2985.84,-1791.5,-895.75,298.59
41,2019-20,2747.4,-1648.44,-824.22,274.74
41,2020-21,3918.03,-2350.82,-1175.41,391.8
41,2021-22,4062.05,-2437.23,-1218.62,406.2
41,2022-23,1635.63,-981.38,-490.69,163.56
41,2023-24,3440.9,-2064.54,-1032.27,344.09
42,2011-12,1541.42,-924.85,-462.43,154.14
42,2012-13,4005.5,-2403.3,-1201.65,400.55
42,2013-14,3627.82,-2176.69,-1088.35,362.78
42,2014-15,4826.46,-2895.88,-1447.94,482.64
42,2015-16,1275.83,-765.5,-382.75,127.58
42,2016-17,1228.22,-736.93,-368.47,122.82
42,2017-18,2128.75,-1277.25,-638.62,212.88
42,2018-19,2046.82,-1228.09,-614.05,204.68
42,2019-20,1987.92,-1192.75,-596.38,198.79
42,2020-21,4625.02,-2775.01,-1387.51,462.5
42,2021-22,1998.18,-1198.91,-599.45,199.82
42,2022-23,2087.8,-1252.68,-626.34,208.78
42,2023-24,4037.59,-2422.55,-1211.28,403.76
43,2011-12,2798.96,-1679.38,-839.69,279.89
43,2012-13,4106.84,-2464.1,-1232.05,410.69
43,2013-14,1261.46,-756.88,-378.44,126.14
43,2014-15,2950.28,-1770.17,-885.08,295.03
43,2015-16,1134.45,-680.67,-340.33,113.45
43,2016-17,1250.61,-750.37,-375.18,125.06
43,2017-18,4625.75,-2775.45,-1387.72,462.58
43,2018-19,1556.98,-934.19,-467.09,155.7
43,2019-20,3129.68,-1877.81,-938.9,312.97
43,2020-21,2644.38,-1586.63,-793.31,264.44
43,2021-22,2389.37,-1433.62,-716.81,238.94
43,2022-23,4599.33,-2759.6,-1379.8,459.93
43,2023-24,1087.29,-652.37,-326.19,108.73
44,2011-12,3655.16,-2193.1,-1096.55,365.51
44,2012-13,4853.58,-2912.15,-1456.07,485.36
44,2013-14,3240.67,-1944.4,-972.2,324.07
44,2014-15,4747.29,-2848.37,-1424.19,474.73
44,2015-16,1209.03,-725.42,-362.71,120.9
44,2016-17,2675.17,-1605.1,-802.55,267.52
44,2017-18,2040.63,-1224.38,-612.19,204.06
44,2018-19,3923.28,-2353.97,-1176.98,392.33
44,2019-20,4925.19,-2955.11,-1477.56,492.52
44,2020-21,2026.12,-1215.67,-607.84,202.61
44,2021-22,3616.7,-2170.02,-1085.01,361.67
44,2022-23,1792.39,-1075.43,-537.72,179.24
44,2023-24,3261.32,-1956.79,-978.4,326.13
45,2011-12,2855.73,-1713.44,-856.72,285.57
45,2012-13,4888.02,-2932.81,-1466.41,488.8
45,2013-14,3434.11,-2060.47,-1030.23,343.41
45,2014-15,2398.03,-1438.82,-719.41,239.8
45,2015-16,1456.38,-873.83,-436.91,145.64
45,2016-17,1604.99,-962.99,-481.5,160.5
45,2017-18,1901.27,-1140.76,-570.38,190.13
45,2018-19,2003.87,-1202.32,-601.16,200.39
45,2019-20,4402.46,-2641.48,-1320.74,440.24
45,2020-21,3244.89,-1946.93,-973.47,324.49
45,2021-22,3093.56,-1856.14,-928.07,309.35
45,2022-23,1459.08,-875.45,-437.72,145.91
45,2023-24,4440.56,-2664.34,-1332.17,444.05
46,2011-12,3891.26,-2334.76,-1167.38,389.12
46,2012-13,1270.67,-762.4,-381.2,127.07
46,2013-14,3831.34,-2298.8,-1149.4,383.14
46,2014-15,3174.15,-1904.49,-952.25,317.41
46,2015-16,1326.9,-796.14,-398.07,132.69
46,2016-17,2833.2,-1699.92,-849.96,283.32
46,2017-18,2938.79,-1763.27,-881.64,293.88
46,2018-19,1663.1,-997.86,-498.93,166.31
46,2019-20,4782.79,-2869.67,-1434.84,478.28
46,2020-21,4399.9,-2639.94,-1319.97,439.99
46,2021-22,3676.09,-2205.65,-1102.83,367.61
46,2022-23,2849.18,-1709.51,-854.75,284.92
46,2023-24,2647.06,-1588.24,-794.12,264.7
47,2011-12,3603.89,-2162.33,-1081.17,360.39
47,2012-13,3181.73,-1909.04,-954.52,318.17
47,2013-14,1249.09,-749.45,-374.73,124.91
47,2014-15,3050.01,-1830.01,-915.0,305.0
47,2015-16,4225.61,-2535.37,-1267.68,422.56
47,2016-17,2836.96,-1702.18,-851.09,283.69
47,2017-18,1207.83,-724.7,-362.35,120.78
47,2018-19,4145.11,-2487.07,-1243.53,414.51
47,2019-20,1805.46,-1083.28,-541.64,180.54
47,2020-21,2034.48,-1220.69,-610.34,203.45
47,2021-22,1658.83,-995.3,-497.65,165.88
47,2022-23,2320.86,-1392.52,-696.26,232.08
47,2023-24,4027.01,-2416.21,-1208.1,402.7
48,2011-12,3077.54,-1846.52,-923.26,307.76
48,2012-13,1819.53,-1091.72,-545.86,181.95
48,2013-14,4511.32,-2706.79,-1353.4,451.13
48,2014-15,4518.33,-2711.0,-1355.5,451.83
48,2015-16,4482.31,-2689.39,-1344.69,448.23
48,2016-17,1955.18,-1173.11,-586.55,195.52
48,2017-18,2804.96,-1682.98,-841.49,280.49
48,2018-19,4939.96,-2963.98,-1481.99,493.99
48,2019-20,4088.05,-2452.83,-1226.41,408.81
48,2020-21,1108.67,-665.2,-332.6,110.87
48,2021-22,1260.82,-756.49,-378.25,126.08
48,2022-23,2855.73,-1713.44,-856.72,285.57
48,2023-24,4636.88,-2782.13,-1391.06,463.69
49,2011-12,3154.81,-1892.89,-946.44,315.48
49,2012-13,2991.25,-1794.75,-897.38,299.12
49,2013-14,1421.89,-853.13,-426.57,142.19
49,2014-15,3627.12,-2176.27,-1088.14,362.71
49,2015-16,4288.41,-2573.05,-1286.52,428.84
49,2016-17,2521.68,-1513.01,-756.5,252.17
49,2017-18,4102.45,-2461.47,-1230.73,410.25
49,2018-19,4857.91,-2914.75,-1457.37,485.79
49,2019-20,1815.07,-1089.04,-544.52,181.51
49,2020-21,3093.32,-1855.99,-928.0,309.33
49,2021-22,2148.55,-1289.13,-644.57,214.85
49,2022-23,4171.42,-2502.85,-1251.43,417.14
49,2023-24,3310.37,-1986.22,-993.11,331.04
50,2011-12,3538.33,-2123.0,-1061.5,353.83
50,2012-13,4191.66,-2515.0,-1257.5,419.16
50,2013-14,2583.88,-1550.33,-775.16,258.39
50,2014-15,4660.36,-2796.22,-1398.11,466.03
50,2015-16,3132.12,-1879.27,-939.64,313.21
50,2016-17,1631.82,-979.09,-489.55,163.18
50,2017-18,3783.6,-2270.16,-1135.08,378.36
50,2018-19,4173.05,-2503.83,-1251.91,417.31
50,2019-20,2267.05,-1360.23,-680.12,226.7
50,2020-21,4428.72,-2657.23,-1328.62,442.87
50,2021-22,4624.57,-2774.74,-1387.37,462.46
50,2022-23,2107.62,-1264.57,-632.29,210.76
50,2023-24,4934.09,-2960.45,-1480.23,493.41
51,2011-12,1562.85,-937.71,-468.85,156.29
51,2012-13,1808.06,-1084.84,-542.42,180.8
51,2013-14,1736.9,-1042.14,-521.07,173.69
51,2014-15,4575.96,-2745.58,-1372.79,457.59
51,2015-16,3617.17,-2170.3,-1085.15,361.72
51,2016-17,1608.42,-965.05,-482.53,160.84
51,2017-18,2761.29,-1656.77,-828.39,276.13
51,2018-19,3461.19,-2076.71,-1038.36,346.12
51,2019-20,1333.86,-800.32,-400.16,133.38
51,2020-21,4529.67,-2717.8,-1358.9,452.97
51,2021-22,4214.41,-2528.65,-1264.32,421.44
51,2022-23,3020.83,-1812.5,-906.25,302.08
51,2023-24,4868.51,-2921.11,-1460.55,486.85
52,2011-12,2671.04,-1602.62,-801.31,267.11
52,2012-13,4936.44,-2961.86,-1480.93,493.65
52,2013-14,3671.68,-2203.01,-1101.5,367.17
52,2014-15,3538.69,-2123.21,-1061.61,353.87
52,2015-16,1663.82,-998.29,-499.15,166.38
52,2016-17,4527.71,-2716.63,-1358.31,452.77
52,2017-18,2709.96,-1625.98,-812.99,270.99
52,2018-19,1648.93,-989.36,-494.68,164.89
52,2019-20,1050.43,-630.26,-315.13,105.04
52,2020-21,3239.02,-1943.41,-971.71,323.9
52,2021-22,3109.6,-1865.76,-932.88,310.96
52,2022-23,3877.41,-2326.45,-1163.22,387.74
52,2023-24,4561.03,-2736.62,-1368.31,456.1
53,2011-12,1317.63,-790.58,-395.29,131.76
53,2012-13,3925.99,-2355.59,-1177.8,392.6
53,2013-14,1749.65,-1049.79,-524.89,174.97
53,2014-15,4432.71,-2659.63,-1329.81,443.27
53,2015-16,4276.25,-2565.75,-1282.88,427.62
53,2016-17,3163.18,-1897.91,-948.95,316.32
53,2017-18,3840.97,-2304.58,-1152.29,384.1
53,2018-19,2257.4,-1354.44,-677.22,225.74
53,2019-20,2884.67,-1730.8,-865.4,288.47
53,2020-21,4286.55,-2571.93,-1285.96,428.66
53,2021-22,2837.06,-1702.24,-851.12,283.7
53,2022-23,2431.19,-1458.71,-729.36,243.12
53,2023-24,2976.85,-1786.11,-893.05,297.69
54,2011-12,4313.0,-2587.8,-1293.9,431.3
54,2012-13,2340.83,-1404.5,-702.25,234.08
54,2013-14,1695.05,-1017.03,-508.51,169.51
54,2014-15,3848.06,-2308.84,-1154.42,384.8
54,2015-16,4303.91,-2582.35,-1291.17,430.39
54,2016-17,1402.55,-841.53,-420.76,140.26
54,2017-18,1959.5,-1175.7,-587.85,195.95
54,2018-19,1567.89,-940.73,-470.37,156.79
54,2019-20,2391.77,-1435.06,-717.53,239.18
54,2020-21,2801.4,-1680.84,-840.42,280.14
54,2021-22,3995.31,-2397.19,-1198.59,399.53
54,2022-23,3604.59,-2162.75,-1081.38,360.46
54,2023-24,3483.71,-2090.23,-1045.11,348.37
55,2011-12,2409.5,-1445.7,-722.85,240.95
55,2012-13,4365.79,-2619.47,-1309.74,436.58
55,2013-14,2885.15,-1731.09,-865.54,288.52
55,2014-15,4916.42,-2949.85,-1474.93,491.64
55,2015-16,3536.57,-2121.94,-1060.97,353.66
55,2016-17,1505.06,-903.04,-451.52,150.5
55,2017-18,3704.71,-2222.83,-1111.41,370.47
55,2018-19,2300.42,-1380.25,-690.13,230.04
55,2019-20,3745.31,-2247.19,-1123.59,374.53
55,2020-21,1278.56,-767.14,-383.57,127.85
55,2021-22,1699.53,-1019.72,-509.86,169.95
55,2022-23,4422.95,-2653.77,-1326.88,442.3
55,2023-24,1908.72,-1145.23,-572.62,190.87
56,2011-12,4348.16,-2608.9,-1304.45,434.81
56,2012-13,2117.1,-1270.26,-635.13,211.71
56,2013-14,3571.53,-2142.92,-1071.46,357.15
56,2014-15,3776.6,-2265.96,-1132.98,377.66
56,2015-16,3050.62,-1830.37,-915.19,305.06
56,2016-17,2221.24,-1332.74,-666.37,222.13
56,2017-18,1850.58,-1110.35,-555.17,185.06
56,2018-19,1132.76,-679.66,-339.83,113.27
56,2019-20,2215.79,-1329.47,-664.74,221.58
56,2020-21,3612.65,-2167.59,-1083.8,361.26
56,2021-22,4753.22,-2851.93,-1425.97,475.32
56,2022-23,4484.82,-2690.89,-1345.45,448.48
56,2023-24,4064.26,-2438.56,-1219.28,406.42
57,2011-12,4153.79,-2492.27,-1246.14,415.38
57,2012-13,3659.94,-2195.96,-1097.98,366.0
57,2013-14,2041.15,-1224.69,-612.35,204.11
57,2014-15,4628.78,-2777.27,-1388.63,462.88
57,2015-16,3682.93,-2209.76,-1104.88,368.29
57,2016-17,3241.76,-1945.06,-972.53,324.17
57,2017-18,1443.96,-866.38,-433.19,144.39
57,2018-19,2788.22,-1672.93,-836.47,278.82
57,2019-20,2841.43,-1704.86,-852.43,284.14
57,2020-21,4458.25,-2674.95,-1337.47,445.83
57,2021-22,3186.59,-1911.95,-955.98,318.66
57,2022-23,2521.6,-1512.96,-756.48,252.16
57,2023-24,4907.2,-2944.32,-1472.16,490.72
58,2011-12,1442.88,-865.73,-432.86,144.29
58,2012-13,2690.19,-1614.11,-807.06,269.02
58,2013-14,1168.1,-700.86,-350.43,116.81
58,2014-15,3959.62,-2375.77,-1187.89,395.96
58,2015-16,4672.31,-2803.39,-1401.69,467.23
58,2016-17,2120.15,-1272.09,-636.04,212.02
58,2017-18,4433.37,-2660.02,-1330.01,443.34
58,2018-19,2168.87,-1301.32,-650.66,216.89
58,2019-20,4643.08,-2785.85,-1392.92,464.31
58,2020-21,4015.85,-2409.51,-1204.75,401.59
58,2021-22,4219.63,-2531.78,-1265.89,421.96
58,2022-23,1072.03,-643.22,-321.61,107.2
58,2023-24,4851.24,-2910.74,-1455.37,485.13
59,2011-12,3906.68,-2344.01,-1172.0,390.67
59,2012-13,2219.0,-1331.4,-665.7,221.9
59,2013-14,4317.58,-2590.55,-1295.27,431.76
59,2014-15,2126.08,-1275.65,-637.82,212.61
59,2015-16,4491.02,-2694.61,-1347.31,449.1
59,2016-17,1450.32,-870.19,-435.1,145.03
59,2017-18,3814.74,-2288.84,-1144.42,381.48
59,2018-19,3162.79,-1897.67,-948.84,316.28
59,2019-20,1386.14,-831.68,-415.84,138.62
59,2020-21,1967.58,-1180.55,-590.27,196.76
59,2021-22,1049.62,-629.77,-314.89,104.96
59,2022-23,2875.07,-1725.04,-862.52,287.51
59,2023-24,2205.06,-1323.04,-661.52,220.5
60,2011-12,3393.43,-2036.06,-1018.03,339.34
60,2012-13,2188.95,-1313.37,-656.68,218.9
60,2013-14,2199.68,-1319.81,-659.9,219.97
60,2014-15,3972.77,-2383.66,-1191.83,397.28
60,2015-16,1192.57,-715.54,-357.77,119.26
60,2016-17,4611.58,-2766.95,-1383.47,461.16
60,2017-18,4409.06,-2645.44,-1322.72,440.9
60,2018-19,3671.22,-2202.73,-1101.37,367.12
60,2019-20,3372.89,-2023.73,-1011.87,337.29
60,2020-21,4569.21,-2741.53,-1370.76,456.92
60,2021-22,1741.32,-1044.79,-522.4,174.13
60,2022-23,1315.88,-789.53,-394.76,131.59
60,2023-24,1958.04,-1174.82,-587.41,195.81
61,2011-12,4178.31,-2506.99,-1253.49,417.83
61,2012-13,1138.68,-683.21,-341.6,113.87
61,2013-14,3331.23,-1998.74,-999.37,333.12
61,2014-15,4981.75,-2989.05,-1494.52,498.18
61,2015-16,4422.78,-2653.67,-1326.83,442.28
61,2016-17,3085.78,-1851.47,-925.73,308.58
61,2017-18,1254.56,-752.74,-376.37,125.45
61,2018-19,4325.49,-2595.29,-1297.65,432.55
61,2019-20,3395.91,-2037.55,-1018.77,339.59
61,2020-21,1459.73,-875.84,-437.92,145.97
61,2021-22,1375.43,-825.26,-412.63,137.54
61,2022-23,4638.51,-2783.11,-1391.55,463.85
61,2023-24,3676.8,-2206.08,-1103.04,367.68
62,2011-12,4317.15,-2590.29,-1295.14,431.72
62,2012-13,4515.92,-2709.55,-1354.78,451.59
62,2013-14,3287.09,-1972.25,-986.13,328.71
62,2014-15,3069.79,-1841.87,-920.94,306.98
62,2015-16,2721.71,-1633.03,-816.51,272.17
62,2016-17,2267.79,-1360.67,-680.34,226.78
62,2017-18,2738.38,-1643.03,-821.51,273.84
62,2018-19,4095.52,-2457.31,-1228.66,409.55
62,2019-20,3407.69,-2044.61,-1022.31,340.77
62,2020-21,4570.09,-2742.05,-1371.03,457.01
62,2021-22,2773.52,-1664.11,-832.06,277.35
62,2022-23,3428.36,-2057.02,-1028.51,342.83
62,2023-24,3525.23,-2115.14,-1057.57,352.52
63,2011-12,3366.79,-2020.07,-1010.04,336.68
63,2012-13,3810.54,-2286.32,-1143.16,381.06
63,2013-14,1949.73,-1169.84,-584.92,194.97
63,2014-15,3049.46,-1829.68,-914.84,304.94
63,2015-16,1416.9,-850.14,-425.07,141.69
63,2016-17,2538.05,-1522.83,-761.42,253.8
63,2017-18,2950.67,-1770.4,-885.2,295.07
63,2018-19,3608.9,-2165.34,-1082.67,360.89
63,2019-20,4802.12,-2881.27,-1440.64,480.21
63,2020-21,3402.6,-2041.56,-1020.78,340.26
63,2021-22,3974.38,-2384.63,-1192.31,397.44
63,2022-23,3025.06,-1815.04,-907.52,302.5
63,2023-24,3536.42,-2121.85,-1060.93,353.64
64,2011-12,1283.73,-770.24,-385.12,128.37
64,2012-13,2017.57,-1210.54,-605.27,201.76
64,2013-14,2447.41,-1468.45,-734.22,244.74
64,2014-15,2889.97,-1733.98,-866.99,289.0
64,2015-16,1182.59,-709.55,-354.78,118.26
64,2016-17,1560.1,-936.06,-468.03,156.01
64,2017-18,2107.26,-1264.36,-632.18,210.72
64,2018-19,4886.13,-2931.68,-1465.84,488.61
64,2019-20,2325.39,-1395.23,-697.62,232.54
64,2020-21,2928.16,-1756.9,-878.45,292.81
64,2021-22,1784.39,-1070.63,-535.32,178.44
64,2022-23,3443.12,-2065.87,-1032.94,344.31
64,2023-24,2122.73,-1273.64,-636.82,212.27
65,2011-12,1827.97,-1096.78,-548.39,182.8
65,2012-13,3066.29,-1839.77,-919.89,306.63
65,2013-14,1022.02,-613.21,-306.61,102.2
65,2014-15,1030.66,-618.4,-309.2,103.06
65,2015-16,1876.28,-1125.77,-562.88,187.63
65,2016-17,1146.89,-688.13,-344.07,114.69
65,2017-18,1432.1,-859.26,-429.63,143.21
65,2018-19,2355.44,-1413.26,-706.63,235.55
65,2019-20,4210.34,-2526.2,-1263.1,421.04
65,2020-21,3288.19,-1972.91,-986.46,328.82
65,2021-22,3050.67,-1830.4,-915.2,305.07
65,2022-23,2173.96,-1304.38,-652.19,217.39
65,2023-24,4727.01,-2836.21,-1418.1,472.7
66,2011-12,2588.06,-1552.84,-776.42,258.8
66,2012-13,1348.37,-809.02,-404.51,134.84
66,2013-14,3468.27,-2080.96,-1040.48,346.83
66,2014-15,1455.35,-873.21,-436.6,145.54
66,2015-16,2380.89,-1428.53,-714.27,238.09
66,2016-17,3029.65,-1817.79,-908.89,302.97
66,2017-18,4496.89,-2698.13,-1349.07,449.69
66,2018-19,2974.19,-1784.51,-892.26,297.42
66,2019-20,3809.04,-2285.42,-1142.71,380.91
66,2020-21,4971.27,-2982.76,-1491.38,497.13
66,2021-22,1525.96,-915.58,-457.79,152.59
66,2022-23,2098.93,-1259.36,-629.68,209.89
66,2023-24,2578.3,-1546.98,-773.49,257.83
67,2011-12,2687.31,-1612.39,-806.19,268.73
67,2012-13,2644.08,-1586.45,-793.22,264.41
67,2013-14,4630.44,-2778.26,-1389.13,463.05
67,2014-15,3856.13,-2313.68,-1156.84,385.61
67,2015-16,3431.62,-2058.97,-1029.49,343.16
67,2016-17,2237.49,-1342.49,-671.25,223.75
67,2017-18,4295.16,-2577.1,-1288.55,429.51
67,2018-19,4820.24,-2892.14,-1446.07,482.03
67,2019-20,4284.79,-2570.87,-1285.44,428.48
67,2020-21,1006.26,-603.76,-301.88,100.62
67,2021-22,3545.61,-2127.37,-1063.68,354.56
67,2022-23,1204.54,-722.72,-361.36,120.46
67,2023-24,2030.43,-1218.26,-609.13,203.04
68,2011-12,1238.1,-742.86,-371.43,123.81
68,2012-13,3415.18,-2049.11,-1024.55,341.52
68,2013-14,3746.36,-2247.82,-1123.91,374.63
68,2014-15,1457.95,-874.77,-437.38,145.8
68,2015-16,2535.36,-1521.22,-760.61,253.53
68,2016-17,2824.95,-1694.97,-847.48,282.5
68,2017-18,2476.21,-1485.73,-742.86,247.62
68,2018-19,1484.1,-890.46,-445.23,148.41
68,2019-20,2675.79,-1605.47,-802.74,267.58
68,2020-21,4004.71,-2402.83,-1201.41,400.47
68,2021-22,1284.03,-770.42,-385.21,128.4
68,2022-23,1320.72,-792.43,-396.22,132.07
68,2023-24,2419.09,-1451.45,-725.73,241.91
69,2011-12,4766.9,-2860.14,-1430.07,476.69
69,2012-13,3674.29,-2204.57,-1102.29,367.43
69,2013-14,3714.68,-2228.81,-1114.4,371.47
69,2014-15,2447.68,-1468.61,-734.3,244.77
69,2015-16,3374.64,-2024.78,-1012.39,337.47
69,2016-17,1040.52,-624.31,-312.16,104.05
69,2017-18,3544.38,-2126.63,-1063.31,354.44
69,2018-19,4653.15,-2791.89,-1395.94,465.32
69,2019-20,3450.29,-2070.17,-1035.09,345.03
69,2020-21,4494.79,-2696.87,-1348.44,449.48
69,2021-22,3895.89,-2337.53,-1168.77,389.59
69,2022-23,1482.23,-889.34,-444.67,148.22
69,2023-24,4609.81,-2765.89,-1382.94,460.98
70,2011-12,1265.78,-759.47,-379.73,126.58
70,2012-13,3135.87,-1881.52,-940.76,313.59
70,2013-14,1568.55,-941.13,-470.56,156.86
70,2014-15,1046.83,-628.1,-314.05,104.68
70,2015-16,2688.14,-1612.88,-806.44,268.82
70,2016-17,2180.16,-1308.1,-654.05,218.01
70,2017-18,2944.0,-1766.4,-883.2,294.4
70,2018-19,3308.8,-1985.28,-992.64,330.88
70,2019-20,1174.96,-704.98,-352.49,117.49
70,2020-21,1492.01,-895.21,-447.6,149.2
70,2021-22,3234.57,-1940.74,-970.37,323.46
70,2022-23,2372.67,-1423.6,-711.8,237.27
70,2023-24,3916.69,-2350.01,-1175.01,391.67
71,2011-12,3609.17,-2165.5,-1082.75,360.92
71,2012-13,4382.42,-2629.45,-1314.73,438.24
71,2013-14,3769.97,-2261.98,-1130.99,377.0
71,2014-15,2719.72,-1631.83,-815.92,271.97
71,2015-16,3691.87,-2215.12,-1107.56,369.19
71,2016-17,2101.52,-1260.91,-630.46,210.15
71,2017-18,2225.25,-1335.15,-667.57,222.53
71,2018-19,4155.94,-2493.56,-1246.78,415.6
71,2019-20,2785.68,-1671.41,-835.7,278.57
71,2020-21,4193.52,-2516.11,-1258.06,419.35
71,2021-22,4289.69,-2573.81,-1286.91,428.97
71,2022-23,4430.25,-2658.15,-1329.08,443.02
71,2023-24,4666.54,-2799.92,-1399.96,466.66
72,2011-12,2723.94,-1634.36,-817.18,272.4
72,2012-13,2275.47,-1365.28,-682.64,227.55
72,2013-14,3328.79,-1997.27,-998.64,332.88
72,2014-15,2484.69,-1490.81,-745.41,248.47
72,2015-16,3404.3,-2042.58,-1021.29,340.43
72,2016-17,3822.34,-2293.4,-1146.7,382.24
72,2017-18,3753.62,-2252.17,-1126.09,375.36
72,2018-19,2498.21,-1498.93,-749.46,249.82
72,2019-20,1667.44,-1000.46,-500.23,166.75
72,2020-21,2722.12,-1633.27,-816.64,272.21
72,2021-22,1570.38,-942.23,-471.11,157.04
72,2022-23,4560.39,-2736.23,-1368.12,456.04
72,2023-24,2383.51,-1430.11,-715.05,238.35
73,2011-12,1617.84,-970.7,-485.35,161.79
73,2012-13,1101.79,-661.07,-330.54,110.18
73,2013-14,3583.29,-2149.97,-1074.99,358.33
73,2014-15,3547.61,-2128.57,-1064.28,354.76
73,2015-16,2362.42,-1417.45,-708.73,236.24
73,2016-17,1286.85,-772.11,-386.05,128.69
73,2017-18,2638.52,-1583.11,-791.56,263.85
73,2018-19,2244.87,-1346.92,-673.46,224.49
73,2019-20,3708.48,-2225.09,-1112.54,370.85
73,2020-21,3423.12,-2053.87,-1026.94,342.31
73,2021-22,2458.37,-1475.02,-737.51,245.84
73,2022-23,1871.57,-1122.94,-561.47,187.16
73,2023-24,4952.14,-2971.28,-1485.64,495.22
74,2011-12,2816.01,-1689.61,-844.8,281.6
74,2012-13,3753.1,-2251.86,-1125.93,375.31
74,2013-14,1562.21,-937.33,-468.66,156.22
74,2014-15,2942.36,-1765.42,-882.71,294.23
74,2015-16,1110.15,-666.09,-333.05,111.01
74,2016-17,3021.82,-1813.09,-906.55,302.18
74,2017-18,4856.07,-2913.64,-1456.82,485.61
74,2018-19,2536.83,-1522.1,-761.05,253.68
74,2019-20,1155.98,-693.59,-346.79,115.6
74,2020-21,1123.82,-674.29,-337.15,112.38
74,2021-22,2551.95,-1531.17,-765.58,255.2
74,2022-23,1640.1,-984.06,-492.03,164.01
74,2023-24,1093.41,-656.05,-328.02,109.34
75,2011-12,4024.85,-2414.91,-1207.45,402.49
75,2012-13,2834.09,-1700.45,-850.23,283.41
75,2013-14,2156.98,-1294.19,-647.09,215.7
75,2014-15,4600.33,-2760.2,-1380.1,460.03
75,2015-16,1464.56,-878.74,-439.37,146.45
75,2016-17,4823.68,-2894.21,-1447.1,482.37
75,2017-18,2255.87,-1353.52,-676.76,225.59
75,2018-19,4553.61,-2732.17,-1366.08,455.36
75,2019-20,3411.77,-2047.06,-1023.53,341.18
75,2020-21,4306.83,-2584.1,-1292.05,430.68
75,2021-22,4936.05,-2961.63,-1480.82,493.6
75,2022-23,2153.62,-1292.17,-646.09,215.36
75,2023-24,4844.54,-2906.72,-1453.36,484.46
76,2011-12,2557.93,-1534.76,-767.38,255.79
76,2012-13,2542.05,-1525.23,-762.62,254.2
76,2013-14,2361.55,-1416.93,-708.47,236.15
76,2014-15,3165.63,-1899.38,-949.69,316.56
76,2015-16,1616.58,-969.95,-484.97,161.66
76,2016-17,3214.85,-1928.91,-964.45,321.49
76,2017-18,3166.82,-1900.09,-950.05,316.68
76,2018-19,4047.61,-2428.57,-1214.28,404.76
76,2019-20,4334.6,-2600.76,-1300.38,433.46
76,2020-21,2761.77,-1657.06,-828.53,276.18
76,2021-22,2209.33,-1325.6,-662.8,220.93
76,2022-23,2037.34,-1222.4,-611.2,203.74
76,2023-24,1778.5,-1067.1,-533.55,177.85
77,2011-12,1230.59,-738.35,-369.18,123.06
77,2012-13,2369.79,-1421.87,-710.94,236.98
77,2013-14,2080.99,-1248.59,-624.3,208.1
77,2014-15,4865.67,-2919.4,-1459.7,486.57
77,2015-16,3230.84,-1938.5,-969.25,323.09
77,2016-17,2389.11,-1433.47,-716.73,238.91
77,2017-18,3321.87,-1993.12,-996.56,332.19
77,2018-19,1556.79,-934.07,-467.04,155.68
77,2019-20,2776.17,-1665.7,-832.85,277.62
77,2020-21,3504.94,-2102.96,-1051.48,350.5
77,2021-22,2955.59,-1773.35,-886.68,295.56
77,2022-23,2607.12,-1564.27,-782.14,260.71
77,2023-24,4975.39,-2985.23,-1492.62,497.54
78,2011-12,4521.26,-2712.76,-1356.38,452.12
78,2012-13,3493.62,-2096.17,-1048.09,349.36
78,2013-14,3277.51,-1966.51,-983.25,327.75
78,2014-15,3482.64,-2089.58,-1044.79,348.27
78,2015-16,1805.25,-1083.15,-541.57,180.53
78,2016-17,2580.55,-1548.33,-774.17,258.05
78,2017-18,1157.84,-694.7,-347.35,115.79
78,2018-19,2902.18,-1741.31,-870.65,290.22
78,2019-20,3172.1,-1903.26,-951.63,317.21
78,2020-21,1911.0,-1146.6,-573.3,191.1
78,2021-22,4856.12,-2913.67,-1456.84,485.61
78,2022-23,4637.82,-2782.69,-1391.35,463.78
78,2023-24,3888.57,-2333.14,-1166.57,388.86
79,2011-12,3133.55,-1880.13,-940.07,313.35
79,2012-13,4479.88,-2687.93,-1343.96,447.99
79,2013-14,1522.61,-913.57,-456.78,152.26
79,2014-15,4162.04,-2497.22,-1248.61,416.21
79,2015-16,1499.28,-899.57,-449.78,149.93
79,2016-17,4176.84,-2506.1,-1253.05,417.69
79,2017-18,2103.07,-1261.84,-630.92,210.31
79,2018-19,4508.36,-2705.02,-1352.51,450.83
79,2019-20,4776.17,-2865.7,-1432.85,477.62
79,2020-21,1595.18,-957.11,-478.55,159.52
