date,nav,amfi_code,scheme_name,scheme_category,scheme_type,fund_house,daily_return_pct
2016-02-11,125.9517,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.00595430901434435
2016-02-12,125.9254,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.020881020264118533
2016-02-15,125.8746,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.0403413449550305
2016-02-16,125.7149,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.12687229989211124
2016-02-17,125.6237,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.07254510006371451
2016-02-18,125.6948,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.056597600611985044
2016-02-22,125.6262,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.05457664119756789
2016-02-23,125.3408,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.2271819095061356
2016-02-24,125.2591,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.06518228701268836
2016-02-25,124.949,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.24756684344691138
2016-02-26,125.1214,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.13797629432807934
2016-02-29,126.2203,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.8782670270633064
2016-03-01,126.3215,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.08017727734761504
2016-03-02,126.329,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.005937231587660463
2016-03-03,126.2671,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.048999042183495156
2016-03-04,126.4923,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.17835208062908503
2016-03-08,126.6189,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.10008514352257691
2016-03-09,126.6695,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.039962438466933925
2016-03-10,126.723,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04223589735492528
2016-03-11,126.7653,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03337989157452537
2016-03-14,127.0352,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.21291315525622245
2016-03-15,127.1887,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.12083265110771624
2016-03-16,127.3719,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.14403795305715228
2016-03-17,127.7124,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.2673274089497024
2016-03-18,127.7673,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.042987211891731825
2016-03-21,128.0543,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.22462711507560407
2016-03-22,128.0579,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.0028113073906821384
2016-03-23,128.0675,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.00749660895580373
2016-03-28,128.3103,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.18958752220510355
2016-03-29,128.2341,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.05938728223688905
2016-03-30,128.2653,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.02433050179320162
2016-03-31,128.5789,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.2444932495382579
2016-04-04,129.038,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.3570570287971142
2016-04-05,129.0831,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.034950944682954344
2016-04-06,129.1903,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.08304727729657735
2016-04-07,129.3494,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.12315166076710682
2016-04-11,129.6038,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.1966765984225738
2016-04-12,129.6858,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.06326974980670474
2016-04-13,129.5595,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.09738922842746911
2016-04-18,129.752,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.14858038198664048
2016-04-20,129.7601,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.006242678340195873
2016-04-21,129.6356,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.09594628857405585
2016-04-22,129.7155,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.06163430415717652
2016-04-25,129.7723,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04378813634453582
2016-04-26,129.7797,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.0057022954821572824
2016-04-27,129.7993,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.015102516032938773
2016-04-28,129.8405,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.031741311393829186
2016-04-29,129.9119,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.054990546093103276
2016-05-02,129.9765,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04972600662447313
2016-05-03,129.9719,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.003539101299065983
2016-05-04,130.0353,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.048779774705143275
2016-05-05,130.0702,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.02683886606174024
2016-05-06,130.0972,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.02075802143763905
2016-05-09,130.2163,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.09154693567579031
2016-05-10,130.2617,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03486506681575907
2016-05-11,130.3016,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03063064584603037
2016-05-12,130.371,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.0532610497492092
2016-05-13,130.3528,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.013960159851511555
2016-05-16,130.426,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.05615529547504661
2016-05-17,130.4413,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.011730789873198866
2016-05-18,130.4225,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.014412613183090173
2016-05-19,130.4821,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.045697636527441965
2016-05-20,130.4614,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.015864244980734465
2016-05-23,130.5755,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.08745881923695187
2016-05-24,130.6043,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.022056205030795972
2016-05-25,130.6325,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.021591938397125254
2016-05-26,130.6326,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,7.655062868039408e-05
2016-05-27,130.6615,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.022123114750827177
2016-05-30,130.7441,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.06321678535758934
2016-05-31,130.7549,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.008260410986027367
2016-06-01,130.7344,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.015678188733270204
2016-06-02,130.7746,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.030749366654836408
2016-06-03,130.8097,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.026840074448708506
2016-06-06,130.9418,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.10098639473985482
2016-06-07,130.9498,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.006109584563529502
2016-06-08,130.9713,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.016418505412008066
2016-06-09,131.006,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.026494354106576523
2016-06-10,131.0328,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.020457078301761022
2016-06-13,131.0126,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.015415987447431334
2016-06-14,131.0472,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.026409673573390968
2016-06-15,131.088,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.031133820486051178
2016-06-16,131.1648,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.05858659831565749
2016-06-17,131.1983,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.02554038888480381
2016-06-20,131.2455,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03597607590952734
2016-06-21,131.3168,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.054325672118293866
2016-06-22,131.4024,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.06518587111474794
2016-06-23,131.4681,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.0499990867746547
2016-06-24,131.4875,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.014756431408091686
2016-06-27,131.6653,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.13522197927557933
2016-06-28,131.7077,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.03220286590315258
2016-06-29,131.8008,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.07068683152162691
2016-06-30,131.8646,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04840638296579325
2016-07-01,132.0459,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.1374895157608691
2016-07-04,132.1492,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.07823037292336021
2016-07-05,132.3858,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.1790400547259985
2016-07-07,132.5112,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.09472315006595622
2016-07-08,132.5679,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.042788835962559446
2016-07-11,132.6835,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.08720059682623127
2016-07-12,133.0156,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.250294874645296
2016-07-13,133.3212,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.22974748826454228
2016-07-14,133.3927,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.05362988031909488
2016-07-15,133.4658,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.054800600032844926
2016-07-18,133.4825,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.012512568762912402
2016-07-19,133.6134,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.09806528945743853
2016-07-20,133.7495,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.1018610408836329
2016-07-21,133.8544,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.07843019973905463
2016-07-22,133.9622,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.08053526817197731
2016-07-25,134.0989,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.10204371083781805
2016-07-26,134.1531,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.04041793034843533
2016-07-27,134.1788,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.01915721664278447
2016-07-28,134.5985,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.312791588537098
2016-07-29,134.7325,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.09955534422745327
2016-08-01,134.9712,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.1771658656968711
2016-08-02,134.8488,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.0906860130161058
2016-08-03,134.7377,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.08238857149638346
2016-08-04,134.8655,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.09485095856616166
2016-08-05,134.9377,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.053534818022416
2016-08-08,135.0387,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.0748493564066921
2016-08-09,135.3606,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.23837610995958158
2016-08-10,135.5838,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.16489288611307718
2016-08-11,135.8291,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.18092131950868673
2016-08-12,135.8182,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.008024789975069613
2016-08-16,135.8902,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.05301204109611213
2016-08-18,135.7343,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,-0.11472497648836733
2016-08-19,135.8687,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme - Banking and PSU Fund,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund,0.09901697654903785
